	Term	p-value	z-score	CS	Related Genes
107	NCOR1_ChIP-Seq_K562_Human	6.98e-14	-0.58	16.7	DAZAP2, DYRK3, AHCTF1, PRR7, PPP1R10, ATP2A3, SLC2A1, SLC4A1, ETS2, HERPUD1, TBK1, LBH, FTH1, RNF19A, PIM3, CCR7, HMGN2, JUNB, HMGN1, SRGN, ST6GAL1, RNF44, TPM4, ELOVL5, HMHA1, ATP1B3, PTP4A2, IRF1, ATF3, CSNK1G2, ODC1, RELA, UGCG, MKNK2, HIST1H3H, SLC38A2, PLK3, CD164, NAPSA, EGR3, H3F3B, PLEKHA2, GADD45A, LAPTM5, GADD45G, SLC25A37, PER1, RNF145, EIF5, BCL6, KLF9, LRP10
108	SIN3B_ChIP-Seq_MESC_Mouse	1.35e-21	-0.36	16.61	CD83, EIF4A3, NRM, ACTB, FAM134B, TBK1, UROD, 5730469M10RIK, PIM3, HMGN2, JUNB, HMGN1, CD97, TAGAP1, ARRDC3, CIRBP, MORF4L1, PRKAR1A, SPATA13, RPL24, CCDC86, RPL27, UBA52, CSNK1G2, ATF4, DDX6, 1810026B05RIK, STXBP2, THY1, STK4, FOXO1, RAP1B, SOCS3, NUAK2, UBB, TBC1D15, HSPA9, CDT1, EGR3, CHCHD10, MLL5, LSM4, HOPX, GADD45G, NFKBIA, RPS29, RANBP10, REL, RPS24, CPM, H2-T23, PRR7, ZFAND2A, ATP2A3, SLC2A1, CD3G, USE1, HERPUD1, ZNRD1, ARIH2, CCR7, SCD1, HIST1H1C, NDEL1, SRGN, H2-T10, D8ERTD738E, KLF13, 1190002H23RIK, PLRG1, JOSD2, YWHAZ, PTP4A2, IMPACT, BC031781, ARF6, OAT, WBP2, AW549877, NEDD9, DENND3, ATP1A1, PPP2CB, TMEM66, TRA2A, LMNA, RABAC1, MAP3K1, KLF4, KLF2, CD2, PER1, RNF145, KLF7, STK17B, FOSB, EIF3D
109	ERG_ChIP-Seq_HPC-7_Mouse	3.86e-14	-0.56	16.42	PANK4, PRR7, BTG1, PPP1R10, CETN3, CHD7, NRM, USE1, HERPUD1, RPS15, FAM102A, SESN1, GRASP, KPNA1, CSNK1G3, TPM4, ELOVL5, IFNGR1, D19WSU162E, CIRBP, HMHA1, PTP4A2, HIST2H3B, PRKAR1A, IRF1, TAX1BP1, RPL24, STRAP, TMBIM6, PFDN5, ATF4, ARF6, CEBPB, H2-DMA, ODC1, ATP10D, GNA13, SNX2, SFRS5, CNR2, UBB, TMEM66, PLCG2, EGR1, PRNP, CD164, HSPA8, NAPSA, CHKA, RNF145, HBP1, RPS24
110	GATA1_ChIP-Seq_K562_Human	9.03e-08	-0.95	14.54	DYRK3, CD83, TFRC, SLC2A1, TNFAIP3, SLC4A1, SAMSN1, ACTB, AQP1, LBH, UROD, FTH1, HMGN2, JUNB, CD97, CDT1, ST6GAL1, RSAD2, GADD45A, LMO2, LAPTM5, KLF4, SLC25A37, KLF9, UBE2O, MYH9
111	POU5F1_ChIP-Seq_MESC_Mouse	3.32e-08	-0.89	14.5	CD164, RPL3, ACTN2, PPP1R10, CUL3, CETN3, ATP1A1, SMG7, GADD45G, CCT6A, TPST2, PPP2CB, EIF5, FCHSD2, POLD1, DHX38, MATR3, SCD1, JUNB, BC031781
112	SCL_ChIP-Seq_HPC-7_Human	1.90e-07	-0.96	14.08	MBNL1, CD83, ODC1, PHXR4, ETS1, ETS2, KLF2, RAP1B, RABGEF1, MYD116, MKNK2, PLCG2, UBE1L
113	GATA6_ChIP-Seq_YYC3_Human	2.55e-13	-0.5	13.86	AHCTF1, BTG1, DGKD, POP4, DGKA, SLC2A1, SMG7, HERPUD1, FAM102A, FTH1, PIM3, CTSE, JUNB, HIST1H1C, MEF2C, NUDC, MREG, ARRDC3, PLAUR, ZCRB1, VPS37B, YWHAZ, GTPBP4, PTP4A2, DAD1, TAX1BP1, POLR1D, PRKD2, SQSTM1, ARF6, CEBPB, OAT, GGNBP2, LENG9, ATP1A1, NUAK2, UBB, PLK3, CHKA, GADD45A, STAT3, NTAN1, LASS2, NFKBIA, RNF145, KLF6, KLF9, HBP1, STT3B, LRP10, RPS24
114	NR1I2_ChIP-Seq_LIVER_Mouse	5.17e-08	-0.84	13.33	CLIC4, OAT, ATP10D, BHLHB2, NEDD9, IRS2, PRR8, ETS2, SNX2, LMNA, PIM3, MBNL1, KLF13, ELOVL5, GADD45A, VPS37B, PLRG1, TGFBR2, NFKBIA, SLC25A37, PER1, E130102H24RIK, ELF1, SPATA13, RANBP10, CCDC86
115	KLF4_ChIP-ChIP_MESC_Mouse	2.65e-07	-0.92	13.18	SOCS3, CD83, KLF9, BHLHB2, KLF4, JUNB, KLF2, BC031781, 2600005C20RIK
116	KLF5_ChIP-ChIP_MESC_Mouse	2.46e-07	-0.91	13.16	SOCS3, CD83, KLF9, BHLHB2, KLF4, JUNB, KLF2, BC031781, 2600005C20RIK
117	SCL_ChIP-Seq_MEGAKARYOCYTES_Human	2.95e-12	-0.52	13.13	DYRK3, CEBPB, ISCA1, DGKD, ODC1, STXBP2, ATP2A3, SLC2A1, CXCR4, IRS2, THY1, STK4, ETS1, ACTB, RELA, ETS2, FOXO1, GNA13, FTH1, CCL5, MKNK2, JUNB, NDEL1, MBNL1, MEF2C, ST6GAL1, EGR3, KLF13, WSB1, TPM4, TSC22D3, LMO2, LAPTM5, ATP1B3, VPS37B, SORL1, LSM4, GADD45G, TGFBR2, TPST2, CD2, PER1, KLF7, CD6, KLF9, MYH9
118	BCL3_ChIP-Seq_MUSCLE_Mouse	4.93e-10	-0.64	12.98	EIF4A1, ISCA1, PPP1R10, CETN3, SMG7, FOXO1, ETS2, SRR, RPL18A, UBB, FTH1, ARIH2, PIM3, TBC1D15, HIST1H1C, MAP4K1, HSPA9, CD164, RNF44, D8ERTD738E, CIRBP, NFKBIA, PER1, KLF7, RASA1, TXNIP, EIF3F, HNRNPC
119	KLF2_ChIP-ChIP_MESC_Mouse	2.46e-07	-0.9	12.93	SOCS3, CD83, KLF9, BHLHB2, KLF4, JUNB, KLF2, BC031781, 2600005C20RIK
120	PRDM14_ChIP-Seq_MESC_Mouse	3.30e-13	-0.47	12.84	DYRK3, PRR7, BTG1, TCF25, CHD7, EIF4A3, ACTB, UBL3, RNF19A, CTLA4, PIM3, SCD1, RPL39, RPS13, SRGN, CD97, RNF44, KLF13, ARRDC3, PLAUR, PLRG1, MIF, YWHAZ, PTP4A2, FCHSD2, NGFRAP1, POLR1D, GGNBP2, CUL3, FOXO1, ZFP36L1, GNA13, UGCG, SOCS3, TMEM66, PLCG2, SLC38A2, HSPA8, GADD45A, LAPTM5, KLF4, KLF2, CD2, KLF7, KLF6, STK17B, KLF9, REL, UBE2O, HBP1
121	NANOG_ChIP-ChIP_MESC_Mouse	8.92e-11	-0.58	12.71	EIF4A1, E330018D03RIK, DYRK3, LDB1, SATB1, PPP1R10, ZFAND2A, HVCN1, AW549877, D16ERTD472E, ATP10D, CHD7, BHLHB2, ATP1A1, SMG7, ARHGAP4, ZFP36L1, RAP1B, GNA13, SERPINB1A, SOCS3, ZNRD1, UBL3, UBB, TMEM23, NFKBIZ, PLCG2, HIST2H3C1, CD97, D8ERTD738E, TPM4, PLEKHA2, STAT3, 2310016C08RIK, ZCRB1, KLF2, GADD45G, NFKBIA, HIST2H3B, BCL6, RPS29, MORF4L2, KLF9, MYH9, 2310044H10RIK
122	GFI1B_ChIP-Seq_HPC-7_Mouse	1.13e-12	-0.47	12.17	CD274, H2-T23, DAZAP2, DGKD, PPP1R10, CD81, H2-Q6, AKAP8L, ATP2A3, NRM, DENND3, CD3E, GIMAP6, STK4, RELA, FOXO1, ZC3H12D, PPP2CB, SNN, LBH, FAM102A, TMEM66, FTH1, SESN1, CTSE, KPNA1, HIST1H1C, EGR1, CD164, CDT1, TPM4, ELOVL5, LMO2, LAPTM5, EMP1, NTAN1, MLL5, GADD45G, LASS2, IMPACT, ELF1, FCHSD2, RPS29, PRKAR1A, IRF1, MATR3, RPL27, BC031781
123	GATA2_ChIP-Seq_HPC-7_Mouse	2.58e-12	-0.47	11.99	CD274, H2-T23, DYRK3, CLIC4, DGKD, CD81, WBP2, H2-DMA, AKAP8L, ATP2A3, GIMAP6, ETS2, ALAD, PPP2CB, STIP1, TBK1, CCL5, GPR171, CCR7, RABAC1, HMGN1, KPNA1, PRNP, CD164, EGR2, MBNL1, MREG, TPM4, STAT3, F2R, LAPTM5, EMP1, ATP1B3, VPS37B, LSM4, TPST2, LASS2, DAD1, PRKAR1A, RASA1, PDCD4, TXNIP, FCER2A, ATF3, BC031781
124	ELK1_ChIP-Seq_MCF10A_Human	2.62e-09	-0.64	11.91	CEBPB, BTG1, RPL32, ODC1, TNFAIP3, UNC84B, LITAF, USE1, ACTB, ETS2, BACH2, SFRS5, JUNB, RPL19, EGR1, UVRAG, CD164, EGR2, EGR3, PLEKHA2, SORL1, YWHAZ, KLF6, DAD1, RPL24, TMBIM6, RPL27, LRP10
125	ELK1_ChIP-ChIP_Hela_Human	3.22e-08	-0.68	11.13	RPL32, DGKA, EBI2, USE1, TBK1, DHX38, MARK2, RPL19, UNC45A, UVRAG, CD164, CSNK1G3, EGR2, VPS37B, MLL5, YWHAZ, EIF3S5, KLF6, ARPC3, BXDC2, MORF4L2, TAX1BP1, RPL24, MATR3, CD69, RPS24
126	SREBP1_ChIP-Seq_LIVER_Mouse	4.06e-08	-0.68	10.99	PANK4, DAZAP2, ST6GAL1, MREG, H3F3B, GADD45A, ZFAND2A, BHLHB2, JOSD2, SAMSN1, RPS15, SLC25A37, SOCS3, IMPACT, SFRS5, BCL6, PUF60, MYD116, MKNK2, PDCD4, TBC1D10C, SCD1, ATF3
127	POU5F1_ChIP-ChIP_MESC_Mouse	6.43e-11	-0.48	10.64	PANK4, DYRK3, RPL3, TFRC, SATB1, HVCN1, ATP10D, CHD7, ATP2A3, CXCR4, SMG7, ZFP36L1, RAP1B, GNA13, SOCS3, UBL3, UBB, TMEM23, SESN1, PLCG2, SCD1, HMGN2, SKIL, NDEL1, JMJD3, CD164, EGR2, MEF2C, WSB1, JUND1, ZCRB1, KLF2, GADD45G, PTP4A1, NFKBIA, KLF7, BCL6, LCK, STK17B, KLF9, REL, UBE2O, HBP1, LRP10, ATF3, RPS24, ARF6, 3110001A13RIK
128	FOXO3_ChIP-Seq_DLD1_Human	1.41e-08	-0.62	10.61	MEF2C, WSB1, IFNGR1, CUL3, CXCR4, DENND3, KLF4, LSM4, SORL1, BACH2, FOXO1, ETS2, GNA13, SLC25A37, KLF6, LBH, CNR2, KLF9, SPATA13, TXNIP, HBP1, CD69, ARF6
129	ASH2L_ChIP-Seq_MESC_Mouse	1.77e-16	-0.3	10.41	CLIC4, BTG1, LDB1, DGKA, CHD7, SLC4A1, USE1, ETS2, BACH2, RPS15, UBL3, RNF19A, CTLA4, RPL39, RPS13, MAP4K1, CD97, RNF44, NUDC, KLF13, MREG, IFNGR1, LMO2, ATP1B3, PLRG1, GTPBP4, GNL3, MORF4L1, PTP4A2, LCK, RASA1, TAX1BP1, ARHGEF3, RPL24, CCDC86, SNORA65, ARF6, ATF4, OAT, ATP10D, NEDD9, DENND3, ATP1A1, RELA, ZFP36L1, RAP1B, SOCS3, SFRS5, NUAK2, LMNA, PLCG2, SLC38A2, SKIL, OSBPL9, UVRAG, HSPA8, EGR1, CDT1, PLEKHA2, GADD45A, MLL5, SORL1, HOPX, KLF2, GADD45G, NFKBIA, KLF6, ARPC3, KLF9, RANBP10, SERINC1, STT3B, LRP10, EIF3D, RPS24
130	STAT3_ChIP-Seq_MESC_Mouse	2.46e-07	-0.71	10.28	HSPA8, MAP3K1, GNA-RS1, CUL3, STAT3, ODC1, LSM4, SOCS3, FCHSD2, BCL6, IRF1, KLF9, LRP10, JUNB, BC031781, TBC1D15, 2310044H10RIK, ARF6, UBE1L
131	DNAJC2_ChIP-ChIP_NT2_Human	5.58e-09	-0.57	10.25	CD83, TFRC, CD82, AKAP8L, SLC4A1, SOCS3, SNX2, CNR2, CCL5, MKNK2, PLCG2, EMD, NDEL1, UVRAG, EGR2, MBNL1, TSC22D3, STAT3, HMHA1, ATP1B3, FCHSD2, CD6, BCL6, ARPC3, KLF9, TXNIP, PRKD2
132	SOX2_ChIP-ChIP_MESC_Mouse	4.08e-08	-0.63	10.17	DDX6, AHCTF1, RPL3, RPL12, STK4, ETS1, HERPUD1, ZFP36L1, STIP1, UBB, SLC38A2, HIST1H1C, JMJD3, EGR1, KLF13, VPS37B, ZCRB1, HS3ST1, KLF2, PTP4A1, CCT6A, NFKBIA, KLF6, BC031781, ATF4
133	SMARCA4_ChIP-Seq_OLIGODENDROCYTES_Mouse	3.27e-13	-0.37	10.14	BTG1, CD83, RPL32, CD81, CETN3, ETS1, FAM134B, UBL3, PDE4B, CTLA4, KPNA1, CD97, CSNK1G3, CDV3, MBNL1, ST6GAL1, KLF13, ELOVL5, EMP1, ATP1B3, VPS37B, GNL3, PTP4A1, FCHSD2, RASA1, SPATA13, TAX1BP1, ARHGEF3, ARF6, DDX6, SATB1, CUL3, ODC1, THY1, FOXO1, ZFP36L1, SERPINB1A, SNX2, NUAK2, LMNA, PRNP, CD164, HSPA8, MAP3K1, EGR3, GADD45A, STAT3, NTAN1, KLF4, HS3ST1, GADD45G, NFKBIA, KLF7, KLF6, BCL6, RPS29, PDCD4, EIF3F
134	STAT3_ChIP-Seq_MESC_Mouse	8.66e-13	-0.37	9.83	CLIC4, CD83, LDB1, POP4, ZFAND2A, D16ERTD472E, ATP2A3, SMG7, FAM134B, UBL3, NFKBIZ, PIM3, GRASP, RPS13, ST6GAL1, NUDC, MREG, ELOVL5, HMHA1, EMP1, PLRG1, IMPACT, DAD1, MYH9, OAT, H2-Q6, ODC1, CXCR5, ATP1A1, FOXO1, ZFP36L1, SOCS3, TMEM66, TBC1D15, HSPA9, HSPA8, H2-EB1, CHKA, STAT3, KLF4, KLF2, GADD45G, GM1821, KLF6, RPS29, STK17B, KLF9, REL, UBE2O, RPS24
135	FOXP2_ChIP-Seq_PFSK-1 AND SK-N-MC_Human	2.42e-09	-0.52	9.76	DAZAP2, CEBPB, CLIC4, GGNBP2, HVCN1, ETS1, BACH2, RABGEF1, UBB, FTH1, PIM3, SKIL, TBC1D15, PLK3, HSPA8, WSB1, STAT3, ARRDC3, LMO2, VPS37B, SORL1, TGFBR2, PTP4A2, KLF9, HBP1, SQSTM1, CSNK1G2
136	ESR1_ChIP-Seq_UTERI_Mouse	2.33e-07	-0.65	9.34	CLIC4, BTG1, CD83, DGKD, CD82, LITAF, ACTB, FOXO1, ZFP36L1, SERPINB1A, RABGEF1, SNN, UBL3, LBH, UBB, 5730469M10RIK, CTLA4, MARK2, SRGN, UVRAG, EGR2, MBNL1, MEF2C, EGR3, RSAD2, PLEKHA2, GADD45A, STAT3, F2R, VPS37B, LSM4, KLF2, NFKBIA, BCL6, IRF4, ARHGEF3, MYH9, CSNK1G2
137	CHD1_ChIP-ChIP_MESC_Mouse	1.04e-07	-0.58	8.83	JMJD3, MAP4K1, RPL3, TAGAP1, RPL32, PPP1R10, GADD45A, POP4, DGKA, CETN3, MIF, WBP11, LSM4, KLF7, STIP1, LCK, TBC1D10C, TXNIP, HIST2H3C1, HIST1H3H, BC031781, NDEL1, RPL19, HIST1H1C
138	YY1_ChIP-Seq_MYOBLASTS AND MYOTUBES_Mouse	6.31e-11	-0.39	8.6	PANK4, EIF4A1, 1810026B05RIK, RPL3, PPP1R10, RPL12, AKAP8L, USE1, PUF60, UBB, TMEM66, UROD, TRA2A, DHX38, TBC1D15, OSBPL9, HSPA9, MEF2C, 2510006D16RIK, ST6GAL1, RNF44, WSB1, D8ERTD738E, D19WSU162E, CIRBP, WBP11, MLL5, MORF4L1, EIF5, MORF4L2, RANBP10, MATR3, EIF3F, HNRNPC, XIST, UBA52, PFDN5, BC031781, ATF4
139	SPI1_ChIP-Seq_K562_Human	7.08e-10	-0.39	7.86	DAZAP2, BTG1, LDB1, WBP2, ZFAND2A, ATP2A3, SLC2A1, STK4, SAMSN1, BACH2, RPS15, RABGEF1, POLD1, CTSE, CD97, OSBPL9, ST6GAL1, MBNL1, CHKA, PLEKHA2, ACTN2, STAT3, LAPTM5, YWHAZ, CD2, RNF145, KLF7, ELF1, ARPC3, IRF1, KLF9, MYH9, TMBIM6, LRP10, PFDN5, RPS24
140	BRD4_ChIP-Seq_HGPS_Human	5.03e-13	-0.29	7.78	CPM, AHCTF1, SMG7, ETS1, ETS2, HERPUD1, UBL3, FAM102A, SESN1, RNF19A, PDE4B, CTLA4, RPL39, JUNB, KPNA1, SRGN, CSNK1G3, KLF13, MREG, IFNGR1, EMP1, PLRG1, WBP11, YWHAZ, TGFBR2, PTP4A1, PTP4A2, FCHSD2, IRF1, TAX1BP1, MYH9, STRAP, BRI3, DENND3, THY1, ZFP36L1, RAP1B, UGCG, PPP2CB, SOCS3, DDRGK1, TMEM66, LMNA, SLC38A2, RPL19, UVRAG, PRNP, PLEKHA2, GADD45A, KLF4, NFKBIA, KLF7, ARPC3, STK17B, FOSB
141	SRF_ChIP-Seq_HL-1_Mouse	1.25e-07	-0.52	7.77	CD274, OAT, TCF25, 5730427N09RIK, DGKA, ATP10D, STXBP2, NRM, ALAD, SRR, UROD, SESN1, TRA2A, LMNA, PDE4B, DHX38, KLF13, PLEKHA2, STAT3, 2310016C08RIK, SORL1, GNL3, NISCH, CCT6A, SLC25A37, PER1, KLF7, KLF6, DAD1, RANBP10, CCDC86, SERINC1, EIF3D, PFDN5, ATF4
142	ZNF217_ChIP-Seq_MCF7_Human	6.36e-10	-0.38	7.54	CEBPB, BTG1, SATB1, ODC1, CETN3, CHD7, NEDD9, CXCR4, DENND3, BZW2, LITAF, ETS2, RAP1B, FAM134B, UGCG, FAM102A, UBL3, RNF19A, SLC38A2, OSBPL9, CDV3, MBNL1, MAP3K1, WSB1, MREG, ELOVL5, EMP1, KLF4, YWHAZ, GADD45G, TGFBR2, ELF1, KLF6, BCL6, DAD1, RPS29, SPATA13, STT3B
143	FOXM1__CHIP-SEQ_Hek293 flp-in	1.22e-11	-0.31	7.48	PRR7, CLIC4, GGNBP2, BTG1, CD83, LDB1, CETN3, SLC2A1, NEDD9, ATP1A1, SMG7, ETS1, UGCG, SOCS3, UROD, SESN1, TRA2A, LMNA, HMGN2, GRASP, HIST1H1C, OSBPL9, SRGN, UVRAG, PRNP, HSPA8, MAP3K1, MREG, ELOVL5, JOSD2, KLF4, PTP4A1, MORF4L1, PER1, PTP4A2, IMPACT, KLF6, EIF5, KLF9, PDCD4, TXNIP, FOSB, TMBIM6, STT3B, XIST, SQSTM1, ARF6
144	POU3F1_ChIP-Seq_ESC_Mouse	3.20e-12	-0.29	7.26	DAZAP2, AHCTF1, BTG1, RPL3, LDB1, CHD7, SMG7, RPS15, UBL3, SESN1, GPR171, KPNA1, H2-T10, 1190002H23RIK, ARRDC3, PLRG1, PTP4A2, ELF1, RILPL2, SPATA13, RPL27, ATF3, 2310044H10RIK, DDX6, GGNBP2, WBP2, H2-DMA, DENND3, SAMSN1, RAP1B, UGCG, SOCS3, SNN, LMNA, RABAC1, SKIL, OSBPL9, EGR1, PRNP, EGR3, H3F3B, IRGM1, MLL5, SLC25A37, RNF145, KLF7, ARPC3, KLF9, FOSB
145	HOXC9_ChIP-Seq_NEUROBLASTOMA BE2-C_Human	1.39e-11	-0.28	6.67	DAZAP2, OAT, RPL3, TFRC, RPL32, PPP1R10, POP4, AKAP8L, ADRB2, USE1, ACTB, BACH2, AQP1, RAP1B, RPS15, LBH, SFRS5, NUAK2, UBB, FTH1, MKNK2, DHX38, HIST1H3H, JUNB, TBC1D15, HIST1H1C, CD97, CSNK1G3, EGR2, RNF44, GCH1, ELOVL5, CIRBP, PLRG1, LSM4, GTPBP4, GADD45G, NFKBIA, ARPC3, RPS29, TAX1BP1, RANBP10, CCDC86, RPL24, STRAP, TMBIM6, PFDN5, RPS24
146	WT1_ChIP-Seq_PODOCYTE_Human	3.85e-16	-0.2	6.61	CLIC4, CD83, LDB1, CD82, ZFAND2A, D16ERTD472E, SLC2A1, LRMP, ETS1, ETS2, BACH2, ALAD, UBL3, RNF19A, SESN1, PIM3, HMGN2, KPNA1, CSNK1G3, MBNL1, ST6GAL1, WSB1, KLF13, ELOVL5, EMP1, VPS37B, YWHAZ, TGFBR2, PTP4A2, DAD1, SPATA13, RPL24, MYH9, RPL27, SQSTM1, ARF6, DDX6, BRI3, ATP10D, ODC1, CXCR5, NEDD9, CXCR4, ATP1A1, THY1, SAMSN1, FOXO1, ZFP36L1, SOCS3, NUAK2, TMEM66, LMNA, MARK2, OSBPL9, UVRAG, EGR1, PRNP, EGR2, MAP3K1, EGR3, PLEKHA2, LAPTM5, KLF4, LSM4, HS3ST1, HOPX, CD2, SLC25A37, PER1, KLF7, KLF6, EIF5, RPS29, STT3B, HNRNPC, RPS24
147	CNOT3_ChIP-ChIP_MESC_Mouse	1.08e-08	-0.38	6.53	CD83, RPL32, SLC2A1, CD3G, ADRB2, CD3D, ACTB, RELA, FOXO1, SOCS3, TBK1, TMEM66, TRA2A, HIST2H3C1, HIST1H3H, HMGN2, 2600005C20RIK, HMGN1, NDEL1, CD164, 1300018I05RIK, RNF44, D8ERTD738E, KLF13, TPM4, LMO2, STAT3, JUND1, KLF4, EIF3S5, CCT6A, HIST2H3B, STK17B, UBE2O, MATR3, ARF6
148	NANOG_ChIP-ChIP_MESC_Mouse	7.48e-08	-0.42	6.52	CD274, DYRK3, LDB1, SATB1, THY1, ADRB2, CD3E, BACH2, ZFP36L1, SOCS3, UBB, FTH1, ARIH2, CCR6, SCD1, MAP4K1, MREG, H3F3B, PLAUR, ZCRB1, MIF, PLRG1, GTPBP4, KLF2, GADD45G, NFKBIA, KLF9, UBE2O, MYH9, STT3B
149	OLIG2_ChIP-Seq_AINV15_Mouse	1.10e-11	-0.25	5.99	DDX6, EIF4A1, ISCA1, LDB1, SATB1, PPP1R10, ODC1, NEDD9, CXCR4, ACTB, RPS15, SOCS3, STIP1, NUAK2, UBB, PUF60, UROD, SESN1, SCD1, HMGN2, RABAC1, SLC38A2, JUNB, SKIL, GRASP, RPL19, MLL1, CD97, PLK3, CDV3, RNF44, H3F3B, GADD45A, ARRDC3, STAT3, CIRBP, GADD45G, TPST2, PTP4A1, PER1, RNF145, IMPACT, CD6, TXNIP, SERINC1, SNORA65, SQSTM1, BC031781
150	STAT5_ChIP-Seq_MAMMARY-EPITHELIUM_Mouse	3.21e-09	-0.32	5.91	CLIC4, DGKA, H2-Q6, AW549877, ODC1, 1810064F22RIK, ZFP36L1, RAP1B, FAM134B, RABGEF1, SOCS3, ZNRD1, LMNA, SCD1, RHBDL2, KPNA1, CHKA, ACTN2, STAT3, EMP1, LSM4, HOPX, NISCH, PER1, KLF6, BCL6, IRF1, KLF9, TMBIM6, HNRNPC, ATF4, ARF6
151	CREB1_ChIP-ChIP_HEK293T_Human	2.59e-04	-0.73	5.72	NUDC, WSB1, BTG1, TFRC, H3F3B, IFNGR1, RPL12, CCT6A, EIF5, ZNRD1, SFRS5, BCL6, RPL18A, RPS29, TAX1BP1, RABAC1, RPL39, EMD, RPS13
152	TCFCP2L1_ChIP-Seq_MESC_Mouse	9.87e-10	-0.25	4.9	AHCTF1, BTG1, WBP2, AW549877, D16ERTD472E, ATP10D, ATP1A1, LITAF, UGCG, PPP2CB, SERPINB1A, SOCS3, STIP1, SNN, ZNRD1, SESN1, 5730469M10RIK, NFKBIZ, EMD, SKIL, JMJD3, CD164, HSPA8, NAPSA, MAP3K1, KLF13, PLEKHA2, GADD45A, D19WSU162E, 2310016C08RIK, LAPTM5, HMHA1, MIF, GADD45G, PTP4A1, LCK, DAD1, IRF1, MYH9, STT3B, ATF3, 2310044H10RIK, BC031781, ARF6
153	NR0B1_ChIP-ChIP_MESC_Mouse	3.15e-08	-0.3	4.9	DYRK3, OAT, TFRC, LDB1, SATB1, PPP1R10, CD81, ATP10D, BHLHB2, CXCR4, UNC84B, LRMP, ATP1A1, BZW2, ACTB, FOXO1, ZFP36L1, GNA13, SOCS3, CCR6, SCD1, JUNB, RPL19, CD97, PLK3, CD164, RNF44, MREG, LAPTM5, GTPBP4, KLF2, GADD45G, NFKBIA, FCHSD2, KLF9, MYH9, 2310044H10RIK
154	SOX9_ChIP-Seq_HFSC_Mouse	6.45e-10	-0.24	4.73	DDX6, D16ERTD472E, CHD7, ATP2A3, SLC2A1, NEDD9, ATP1A1, LITAF, LBH, RPL18A, LMNA, ARIH2, PLCG2, PDE4B, CDV3, MBNL1, KLF13, MAP3K1, PLEKHA2, LAPTM5, ATP1B3, MLL5, TPST2, CCT6A, NFKBIA, IMPACT, KLF6, IRF1, KLF9, TAX1BP1, TXNIP, RPL24, FOSB, MYH9, HNRNPC, CSNK1G2
155	MYC_ChIP-ChIP_HL60_Human	7.87e-07	-0.34	4.49	MEF2C, ELOVL5, POP4, NRM, CXCR4, TNFAIP3, ATP1A1, BZW2, MLL5, YWHAZ, PTP4A2, ELF1, CD6, RNF19A, IRF1, TXNIP, TMBIM6, EIF3F, PFDN5, RPS24, HMGN1
156	NFIB_ChIP-Seq_E16.5 LUNG_Mouse	1.10e-06	-0.34	4.45	SRGN, DDX6, ST6GAL1, BTG1, CD83, H3F3B, CUL3, ARRDC3, CETN3, CHD7, ZFP36L1, TGFBR2, KLF6, SNX2, RILPL2, RANBP10, BC031781, KPNA1
157	STAT3_ChIP-ChIP_MESC_Mouse	8.05e-07	-0.33	4.43	JMJD3, EGR2, D8ERTD738E, LDB1, CHKA, TPM4, TCF25, STAT3, ODC1, ADRB2, YWHAZ, LSM4, HERPUD1, ZFP36L1, TPST2, PTP4A1, A130082M07RIK, SOCS3, TBK1, IRF1, RPL24, ATF3, 2600005C20RIK, RPS24
158	OLIG2_ChIP-Seq_OLIGODENDROCYTES_Mouse	7.03e-10	-0.2	4.02	CPM, BTG1, CD83, CD81, CUL3, CETN3, ADRB2, ETS1, ACTB, FOXO1, ZFP36L1, SNN, LMNA, NFKBIZ, PDE4B, OSBPL9, CSNK1G3, CDV3, HSPA8, MBNL1, ST6GAL1, MAP3K1, KLF13, MREG, GCH1, GADD45A, TSC22D3, ATP1B3, VPS37B, SORL1, HS3ST1, GNL3, GADD45G, TGFBR2, KLF7, DAD1, RPS29, IRF4, RASA1, STK17B, SPATA13, TAX1BP1, ARHGEF3, STRAP, CSNK1G2
159	POU5F1_ChIP-ChIP_MESC_Mouse	5.88e-05	-0.41	3.82	JMJD3, SLC2A1, THY1, MIF, BZW2, SCOTIN, GADD45G, TGFBR2, SRR, ZNRD1, TXNIP, RPL27, SCD1, SLC38A2, HIST1H1C
160	DCP1A_ChIP-Seq_HELA_Human	2.67e-07	-0.26	3.69	PANK4, HSPA9, CSNK1G3, CDT1, BTG1, H3F3B, GADD45A, STAT3, NRM, SLC2A1, CHCHD10, SMG7, STK4, USE1, GNL3, MORF4L1, PUF60, RANBP10, JUNB, EIF3D, RPS24, ARF6
161	RARB_ChIP-Seq_LIVER_Mouse	1.20e-10	-0.16	3.44	DDX6, CPM, H2-T23, DAZAP2, DYRK3, BTG1, TFRC, SATB1, CUL3, HVCN1, AKAP8L, EIF4A3, SLC4A1, IRS2, LITAF, RELA, RNASET2B, SOCS3, SNN, FAM102A, PUF60, H2-DMB1, SESN1, TRA2A, HIST1H3H, RABAC1, SKIL, RPL19, HIST1H1C, HSPA9, EGR1, PLK3, EGR2, MREG, D19WSU162E, F2R, PLAUR, VPS37B, GTPBP4, BCL6, POLR1D, REL, TXNIP, RPL27, LRP10, ATF4
