	Term	p-value	z-score	CS	Related Genes
110	STAT3_ChIP-Seq_MESC_Mouse	4.78e-07	-0.93	12.65	TPD52, CD63, NDUFA13, MIDN, PKM2, GMFG, CMTM6, FOS, ACAA1A, APRT, ZFP36, BCL6, PTPN6, CKB, LRP10, JUNB, VPS28, MYD88, MCL1
111	RUNX1_ChIP-ChIP_JURKAT_Human	4.16e-07	-0.89	12.23	MS4A3, WDR1, RAB3D, CDCA7, WAS, LRMP, CORO1A, GLIPR1, RPL36AL, RASSF5, ACADM, S100A11, MARK2, EGR1, NDFIP1, DSTN, H2AFV, EIF3S5, STK17B, ARHGEF3, PRKD2, LCP1, CD69, PI16, CRLF3, LY6E
112	SCL_ChIP-Seq_MEGAKARYOCYTES_Human	1.55e-10	-0.56	11.94	CEBPB, RPN2, GMFG, HDC, NCF4, ATP2A3, AATK, CXCR4, SLC2A3, PYGL, COX5A, ACTB, TRIOBP, GNAI2, PLAC8, PRDX5, CCL5, COTL1, FCER1A, LRRC8D, CD14, JUNB, RNF130, RAB8A, NDEL1, CMTM7, RPS9, NDFIP1, ANXA3, TSC22D3, STX7, LAPTM5, ARID3A, SORL1, MMP9, TSPAN14, DHRS7, CDC42EP3, ALOX5AP, BTK, ZYX, CD9, RIN3, RPL29
113	POU3F1_ChIP-Seq_ESC_Mouse	4.77e-12	-0.48	11.74	BTG1, RPL34, DBI, PYGL, RPL9, RPS14, GM2A, RPS6KA1, PGLYRP1, ATP6V1E1, CPA3, FCER1G, LMO4, ACTN1, FOS, DNAJC7, SPATA13, RPL27, ATF3, ATP6V0E, CD63, GRN, GLO1, POMP, CORO1A, GNAI2, ATP5L, PLAC8, LRRC8D, RABAC1, ATP6V1D, OSBPL9, EGR1, NDFIP1, PKM2, NDUFA3, SHFM1, CMTM6, DSTN, ARID3A, ARPC5, TBCA, HIGD2A, ARHGAP30, ARPC3, GNB2, FOSB, CALM3, 2310016M24RIK, ITM2B
114	STAT6_ChIP-Seq_CD4 POS T_Human	7.30e-06	-1.04	11.52	TNFAIP8, SELPLG, MAST3, ACTN1, SORL1, FAIM3, PPP1CA, BCL6, KLHL6, RASSF5, STK17B, RAC2, RIN3, CD14, CD69, S100A11
115	SOX2_ChIP-ChIP_MESC_Mouse	2.57e-07	-0.81	11.48	MCTS1, TPD52, IFITM1, IFITM2, DUSP1, RPL31, LMO4, HMHA1, FOS, ENO1, ATP1B1, KLF2, RHOB, ZFP36L1, CST3, HNRPL, P2RY5, BGLAP2, SPP1, SIRPA, CKB, LY6E, MCL1
116	YAP1_ChIP-Seq_MESC_Mouse	3.16e-12	-0.44	10.93	APP, BTG1, WDR1, RPL34, ATP2A3, SLC2A3, LITAF, ACTB, LY6C1, GPI1, FCRLA, LASP1, PSTPIP1, TMSB4X, RPS6KA1, OSTF1, TMSB10, CPA3, TPD52, RPS9, H2AFY, ANXA2, RHOB, EEF1A1, ACLY, DNAJC7, IRF2, PRKD2, PFN1, SGK1, PFKFB4, GLO1, TACSTD2, ATP1A1, GATA2, COX5A, ZFP36L1, PLAC8, CENTD3, SPP1, RPS3, LRRC8D, CSK, MARK2, MCL1, OSBPL9, SEMA4A, LAPTM5, TBCA, KLF2, PPP1CA, SLC6A6, MARCKS, KLF6, CD9
117	TP63_ChIP-Seq_HFKS_Human	1.43e-17	-0.29	10.67	EIF4A1, MIDN, WDR1, ZFAND3, DBI, RPL10A, RCSD1, CXCL2, FAIM3, TRIOBP, FCRLA, RPS14, LBH, BCL7A, RASSF5, RPS6KA1, ARHGDIB, CTSH, SH3BGRL3, EMB, OSTF1, ATP6V1E1, RPL39, TMSB10, CAMP, CD177, CD52, H2AFY, ANXA2, SSR4, SEPX1, ANXA3, RPS6, MIF, ATP1B1, APRT, RHOB, COX7A2L, DNAJC7, LY6D, ADSSL1, RIN3, PRKD2, PRTN3, TAGLN2, SGK1, SLC25A5, SMPDL3A, PPIA, LY6E, PFKFB4, GRN, CEBPE, GSTP1, CDCA7, TACSTD2, ATP1A1, GNAI2, ATP5L, CD79B, PRDX5, ADRBK1, TCTEX1D2, PSAP, CSK, CKB, RNF130, S100A11, EGR1, CD74, PKM2, PLEKHA2, SHFM1, CMTM6, SYVN1, GPR109A, G0S2, DSTN, ASPRV1, HIGD2A, KLF6, LRG1, KLHL6, CDK2AP2, CD9, DEGS1, PLP2, P4HB, PI16, DYNLRB1, LRP10
118	CREB1_ChIP-Seq_GC1-SPG_Mouse	9.03e-15	-0.35	10.55	EIF4A1, MIDN, BTG1, WDR1, RPL32, RPL34, NCF4, ATP2A3, AATK, RPL10A, RPL9, ACTB, TRIOBP, LGALS1, RPS19, RPS11, PRKACB, JUNB, B2M, RPS13, RAB8A, NDEL1, RPS9, H2AFY, DUSP1, LMO4, SSU72, FOS, EMP3, PGD, MMP9, RHOB, EEF1A1, ACLY, MYL6, COX7A2L, RPL27, RPL29, GAPDH, PPIA, VPS28, H2-D1, PRR13, CEBPB, VCP, SELPLG, GLO1, LDHA, TCTEX1D2, RABAC1, RPL18, OSBPL9, EGR1, TMEM184B, SHFM1, CMTM6, SYVN1, PSMB8, KLF2, SLC6A6, KLF6, OSTM1, GNB2, RPL27A, CDK2AP2, ZYX, FOSB, P4HB, 2310016M24RIK, H2-AB1
119	NANOG_ChIP-ChIP_HESC_Human	2.19e-07	-0.72	10.4	MCTS1, HIST2H2AA2, GRN, TMEM184B, DUSP1, PKM2, GMFG, 5730427N09RIK, CXCR4, LRMP, SLC2A3, ENO1, RPL9, MYL4, CST3, MYL6, TSPAN14, MARCKS, RPS19, AXUD1, CALM3, RPL18, MARK2, PRR13
120	CNOT3_ChIP-ChIP_MESC_Mouse	3.35e-08	-0.63	10.08	HIST2H2AA2, TNFAIP8, NDUFA13, ALAS1, CBFB, RPL32, 1110003E01RIK, WAS, ENO1, RPL10A, COX5A, CD3D, ACTB, PRDX5, RPS19, NADK, BC037034, NDEL1, PDIA3, HIST1H2AO, 2010001M09RIK, SSU72, DSTN, ARPC5, PSMB9, EIF3S5, PSMA4, STK17B, LTB4R1, PTPN6, CALM3, MAN2B1, P4HB, PFN1, PPIA, 2310016M24RIK
121	GATA1_ChIP-Seq_MEL_Mouse	1.13e-09	-0.52	10.01	BTG1, RPL32, ZFAND3, RAB3D, ATP2A3, HBB-B1, LRMP, PRCP, SLC2A3, ATP1A1, ENO1, GATA2, UBL5, ZFP36, LGALS1, ALDH2, RPS6KA1, ARHGDIB, RAC2, COTL1, ATP6V1E1, RNF130, MARK2, 1110032A13RIK, MCL1, NDEL1, PSENEN, RPS9, PKM2, STX7, ATP1B1, SC4MOL, DOK2, 2010107E04RIK, LTB4R1, ADSSL1, ZYX, RIN3, LCP1, PI16, CRLF3, ATF3, PRR13
122	SOX2_ChIP-Seq_MESC_Mouse	1.31e-06	-0.77	9.85	TPD52, RPS9, NDUFA7, MIDN, IFITM2, DUSP1, FOS, KLF2, ZFP36L1, UBL5, RPS19, SPP1, CALM3, RPL18, JUNB, VPS28, LY6E
123	YY1_ChIP-Seq_MALME-3M_Human	8.30e-08	-0.64	9.67	ZFAND3, RPL34, GIMAP1, TWF2, NEDD9, SLC2A3, GATA2, GNAI2, LBH, ACADM, JUNB, NADK, PKM2, PGD, ASPRV1, EEF1A1, TSPAN14, KLF6, GNB2, LCN2, CD9, FOSB, PRTN3, PI16, RPL29, GAPDH, MYD88, TLR2
124	JUN_ChIP-Seq_SMOOTH MUSCLE_Human	1.65e-10	-0.45	9.43	SAMD9L, BTG1, HIBADH, RPN2, ZFAND3, ATP2A3, MGST2, PYGL, ATP1A1, ENO1, CXCL2, ZFP36L1, ALDH2, PSAP, COTL1, SH3BGRL3, TMSB10, CLIC1, S100A11, MCL1, NAPSA, ANXA2, DUSP1, PKM2, LMO4, PLEKHA2, ANXA3, RAB27A, EMP3, MIF, KLF2, RHOB, ACLY, TSPAN14, MYL6, KLF6, COX7A2L, DNAJC7, CDC42EP3, ALOX5AP, FOSB, RIN3, DEGS1, TAGLN2, PFN1, ATF3, TLR2
125	PRDM14_ChIP-Seq_MESC_Mouse	6.62e-11	-0.42	9.34	IFITM1, MIDN, BTG1, RPN2, POMP, 1110003E01RIK, CDCA7, SLC2A3, ACTB, GNAI2, ZFP36L1, RPS14, LDHA, PSTPIP1, RPS19, ALDH2, TMSB4X, RPS6KA1, SPP1, RAC2, SIRPA, PGLYRP1, RPL39, TMSB10, RPS13, 1110032A13RIK, TPD52, ANXA2, LAPTM5, ARID3A, MIF, TBCA, ATP1B1, MMP9, KLF2, SLC6A6, TSPAN14, DHRS7, KLF6, STK17B, ADPRH, CDC42EP3, CD9, RIN3, TAGLN2, SLC25A5, SGK1
126	GATA4_ChIP-Seq_YYC3_Human	1.65e-10	-0.44	9.24	SAMD9L, ALAS1, BTG1, CBFB, RNPEPL1, RPN2, ZFAND3, GLO1, MGST2, DBI, ATP1A1, SLC2A6, CXCL2, PLAC8, LGALS3, LASP1, RPS19, ALDH2, TCTEX1D2, PSAP, COTL1, FCER1A, CTSH, FFAR2, ACADM, ATP6V1E1, CYTIP, NADK, S100A11, PDIA3, RPS9, ANXA2, PKM2, ANXA3, SSU72, HMHA1, H2AFV, ARID3A, FOS, ATP1B1, MARCKS, BCL6, GNB2, DEGS1, TAGLN2, CRLF3, ATF3
127	SOX11_ChIP-ChIP_Z138-A519-JVM2_Human	1.22e-06	-0.7	8.99	TNFAIP8, IFITM1, OLFML2B, PNKP, CXCR4, RCSD1, LITAF, HNRPL, RPL36AL, RPS6KA1, JUNB, CLIC1, RPS13, TPD52, ANXA2, OSM, TBCA, ATP1B1, MYL6, DOK2, MARCKS, BCL6, DNAJC7, IRF2, PFN1, GAPDH, ATF3
128	GATA1_ChIP-Seq_MEGAKARYOCYTES_Human	2.31e-12	-0.36	8.97	TNFAIP8, ALAS1, WDR1, RAB3D, NCF4, ATP2A3, SLC2A3, PYGL, LITAF, SLC2A6, ACTB, TRIOBP, ZFP36, LBH, ALDH2, RGS1, RPS6KA1, ACADM, JUNB, NDEL1, CAP1, H2AFY, ANXA3, ACTN1, FOS, ATP1B1, SCAMP2, EEF1A1, RAB32, DOK3, IRF2, ARHGEF3, RIN3, RPL29, SGK1, LTF, CD63, CEBPE, WAS, NEDD9, MGST2, GATA2, COX5A, PRDX5, LRRC8D, CKB, CD14, RNF130, OSBPL9, EGR1, PLEKHA2, LAPTM5, ARID3A, KLF2, TSPAN14, FOSB, DEGS1, PTPN6, MYD88
129	EOMES_ChIP-Seq_HESC_Human	1.07e-07	-0.55	8.21	APP, IFITM1, IFITM2, HDC, CDCA7, MGST1, PRCP, IQGAP1, ENO1, PYGL, ATP1A1, TRIOBP, RPS14, LASP1, LBH, SIRPA, ACADM, CMTM7, H2AFY, TSC22D3, MYL4, ACLY, DNAJC7, PTPN6, DEGS1, CRLF3
130	SALL4_ChIP-ChIP_MESC_Mouse	1.17e-06	-0.62	7.93	TNFAIP8, NDUFA13, CEBPB, CBFB, CXCR4, LRMP, ENO1, ZFP36L1, CST3, HNRPL, P2RY5, RPS19, SPP1, SIRPA, EMB, JUNB, MCL1, TPD52, PKM2, LMO4, ARID3A, KLF2, RHOB, SLC6A6, LY6E, PRR13
131	EGR1_ChIP-ChIP_M12_Human	2.58e-05	-0.8	7.86	SLC6A6, IFITM2, SLPI, NME2, OSM, CASP1, PRCP, DEGS1, PRTN3, TBCA, MMP9
132	ZIC3_ChIP-ChIP_MESC_Mouse	1.53e-05	-0.75	7.81	TPD52, PKM2, ACTN1, TRIOBP, KLF2, ZFP36L1, CST3, KLF6, CHI3L1, EMB, PPIA, NDEL1, MCL1
133	PPARG_ChIP-Seq_THIOMACROPHAGE_Mouse	2.06e-07	-0.54	7.72	1500031L02RIK, APP, H2AFY, HDC, MGST1, CXCR4, FOS, RCSD1, PIGX, EEF1A1, FCRLA, KLF6, CLEC4D, DNAJC7, RGS1, RASSF5, CCL3, CD9, LCP1, CD69, CYTIP, SLC15A3, SGK1, CLEC2D
134	SCL_ChIP-Seq_HPC-7_Human	1.15e-05	-0.72	7.64	SLC6A6, TNFAIP8, 2010107E04RIK, CEBPE, RAC2, CD9, GATA2, PRKACB, COX5A, VAV1, KLF2
135	HNF4A_ChIP-ChIP_CACO-2_Human	3.29e-06	-0.63	7.42	ALAS1, RPL31, RPL34, NEDD9, FAIM3, CXCL2, MRPL33, ATP5L, LDHA, RPL18, CLIC1, MARK2, CAP1, CD74, RPS9, DUSP1, SHFM1, G0S2, ARPC5, EEF1A1, COX7A2L, ARPC3, KLHL6, RPL27, VPS28, TLR2
136	TBX5_ChIP-Seq_HL-1_Mouse	8.50e-08	-0.49	7.4	TNFAIP8, BTG1, CDCA7, ATP1A1, LITAF, SLC2A6, ACTB, CLN5, GPI1, SERPINB1A, LASP1, LDHA, KRTCAP2, ZFP36, ALDH2, TSPO, LRRC8D, CTSH, OSTF1, RPL18, NADK, RPS12, CD72, ANXA2, LMO4, SYVN1, SSU72, H2AFV, DSTN, PGD, HIGD2A, PPP1CA, 0910001L09RIK, 2010107E04RIK, ARPC3, GNB2, CALM3, DYNLRB1, P4HB, TGFBI, PPIA, PFDN5, ATF3, VPS28, H2-D1
137	PHF8_ChIP-Seq_HELA_Human	1.34e-08	-0.43	7.25	EIF4A1, VCP, CEBPB, ALAS1, BTG1, CBFB, WDR1, GLO1, CXCR4, RPL10A, ACTB, RPS14, LASP1, TSPO, JUNB, B2M, NDEL1, NDUFA7, H2AFY, PKM2, SHFM1, RPS6, SSU72, TBCA, ATP1B1, KLF2, SCAMP2, APRT, HIGD2A, RHOB, EEF1A1, RPL27A, FOSB, TAGLN2, GAPDH, ARL8A
138	SPI1_ChIP-Seq_HL60_Human	8.01e-08	-0.44	6.69	ALAS1, CBFB, CEBPE, NCF4, ATP2A3, TWF2, SLC2A3, ARRB2, GATA2, CXCL2, ACTB, ATP5L, RPS14, LGALS1, ADRBK1, CCL4, FCER1A, SIRPA, CD14, PGLYRP1, JUNB, LYPLA2, NDUFA3, STX7, G0S2, MARCKS, CLEC4D, CD9, MAN2B1, PI16, TLR2
139	NANOG_ChIP-ChIP_MESC_Mouse	1.71e-04	-0.82	6.6	TPD52, IFITM1, IFITM2, HDC, CDK2AP2, SPP1, SLC2A3, ENO1, EMB, TMSB10, RHOB
140	LYL1_ChIP-Seq_HPC-7_Mouse	4.81e-07	-0.46	6.29	EGR1, CEBPE, STX7, LST1, LAPTM5, TWF2, ATP2A3, 2310014H01RIK, HIGD2A, KRTCAP2, CLEC4D, RGS1, TMSB4X, ARHGDIB, ZYX, CCL3, CHI3L1, FFAR2, PI16, RABAC1, RNF130, 1110032A13RIK
141	SOX9_ChIP-ChIP_EMBRYONIC GONADS_Mouse	1.08e-10	-0.29	6.28	MIDN, RNPEPL1, NCF4, AATK, CORO1A, CD3D, CXCL2, ACTB, TRIOBP, CST3, UBL5, KRTCAP2, RPS6KA1, SIRPA, SH3BGRL3, RPS11, SERF2, 1500031L02RIK, CD72, SSR4, PLEKHA2, ACTN1, TSC22D3, OSM, RAB27A, TALDO1, HMHA1, CYBA, ARPC5, EMP3, AI467606, PPP1CA, MYL4, SLC6A6, MYL6, FCGR4, LCN2, CDK2AP2, ADSSL1, CHI3L1, TAGLN2, PI16, TGFBI, PFN1, 2310016M24RIK, TLR2
142	TP53_ChIP-Seq_MEF_Mouse	7.11e-14	-0.21	6.1	HIST2H2AA2, APP, TNFAIP8, ORM1, MIDN, BTG1, HIBADH, RNPEPL1, RPL31, ZFAND3, AATK, MRPL33, LASP1, GLIPR1, VPREB1, RPS19, BCL7A, ALDH2, RPS6KA1, ARHGDIB, SH3BGRL3, ATP6V1E1, JUNB, CLIC1, 1110032A13RIK, NDEL1, TPD52, SEPX1, ACTN1, STX7, SSU72, NME2, TALDO1, EMP3, MIF, FOS, 2310014H01RIK, ADPRH, LTB4R1, ARHGEF3, ADSSL1, ERP29, PRKD2, RPL27, PPIA, PFDN5, ARL8A, CEBPB, PFKFB4, CBFB, 1110003E01RIK, NEDD9, MGST2, PRCP, ZFP36L1, SERPINB1A, RPL18, ATP6V1D, MCL1, CMTM7, 2010001M09RIK, CMTM6, LAPTM5, DSTN, ARID3A, TBCA, SORL1, SLC6A6, KLF6, OSTM1
143	SMAD4_ChIP-ChIP_HaCaT_Human	1.00e-05	-0.56	6.07	TPD52, BTG1, ANXA2, TALDO1, DSTN, LITAF, ACTB, EEF1A1, KLF6, CDC42EP3, CASP1, RPL27, CALM3, ATP6V1E1
144	TFAP2A_ChIP-ChIP_MCF7_Human	2.89e-08	-0.36	5.9	CD63, EIF4A1, APP, GRN, SELPLG, CEBPE, GMFG, RAB3D, PNKP, NCF4, WAS, AATK, LRMP, ARHGAP4, ATP5L, ZFP36L1, UBL5, HNRPL, RPS19, RPL36AL, ELA2, CKB, RAB8A, SERF2, MARK2, MCTS1, PKM2, TSC22D3, DHRS7, TYROBP, DNAJC7, ARPC3, RPL27A, SPATA13, BOLA2, BTK, RIN3, CRLF3, PFN1, GAPDH, PFDN5
145	STAT3_ChIP-ChIP_MESC_Mouse	1.74e-06	-0.46	5.75	CMTM7, PFKFB4, IFITM2, ZFAND3, GLO1, G0S2, FOS, GATA2, PSMB8, ZFP36L1, RAB32, ZFP36, TYROBP, GNB2, IRF2, CCL3, RAC2, CDK2AP2, EMB, ATF3, MYD88, VPS28, 2310008M10RIK, MCL1
146	ZFP42_ChIP-ChIP_MESC_Mouse	3.29e-07	-0.4	5.66	HIST2H2AA2, EIF4A1, TNFAIP8, NDUFA13, IFITM2, UNC84B, DBI, ENO1, MRPL33, ATP5L, RPS14, ALDH2, RASSF5, ACADM, CKB, RPS11, RPL39, MARK2, MCL1, PSENEN, PTPN18, RPS9, PKM2, NDUFA3, 2700094K13RIK, ATP1B1, EEF1A1, DNAJC7, ADPRH, LCN2, P4HB, ATF3, ITM2B
147	GATA3_ChIP-ChIP_TROPHOBLAST STEM CELLS_Mouse	2.49e-06	-0.46	5.62	CD63, WDR1, LRMP, ARPC5, TBCA, RCSD1, LITAF, SCOTIN, SLC2A6, MYL4, LGALS3, SLC6A6, ARHGAP30, ARHGEF3, RAC2, LRRC8D, EMB, JUNB, ITM2B, RAB8A, NDEL1, RPS12
148	GATA3_ChIP-Seq_MCF7_Human	4.65e-09	-0.26	4.69	CEBPB, ALAS1, BTG1, WDR1, RPN2, GSTP1, TACSTD2, ATP2A3, MGST1, NEDD9, SLC2A3, RCSD1, COX5A, PLAC8, LBH, RPS19, ALDH2, RGS1, PSAP, CKB, CYTIP, NADK, S100A11, CPA3, TPD52, NDFIP1, ANXA2, PKM2, ANXA3, DSTN, FOS, TBCA, ATP1B1, ASPRV1, EEF1A1, DHRS7, KLF6, COX7A2L, PSMA4, CD9, DEGS1, SGK1, SMPDL3A, ARL8A
149	WT1_ChIP-ChIP_Wilms tumor-derived CCG99_11	5.52e-05	-0.47	4.28	EEF1A1, MARCKS, RASSF5, TSC22D3, CXCR4, SLC2A3, ACADM, SC4MOL, ATF3
150	EST1_ChIP-ChIP_JURKAT_Human	2.93e-04	-0.49	3.73	PSENEN, RPS9, RPL32, RPL34, SHFM1, SYVN1, RPL9, MRPL33, ATP5L, HIGD2A, EIF3S5, RPS14, LDHA, HNRPL, RPL27, PRKD2, LCP1, ATP6V1D, PFDN5, RPS12
151	NANOG_ChIP-ChIP_MESC_Mouse	1.85e-06	-0.29	3.61	VCP, TNFAIP8, IFITM1, IFITM2, ARRB2, ZFP36L1, CST3, HNRPL, P2RY5, ALDH2, SPP1, SIRPA, EMB, RAB8A, 1110032A13RIK, MCL1, MCTS1, TPD52, LMO4, 2700094K13RIK, MIF, ATP1B1, KLF2, TSPAN14, DNAJC7, TAGLN2, SLC25A5, PRR13
152	NACC1_ChIP-ChIP_MESC_Mouse	2.88e-05	-0.37	3.58	TPD52, IFITM1, HIST1H2AO, IFITM2, PKM2, RAB3D, CXCR4, SLC2A3, ATP1B1, AI467606, KLF2, ZFP36L1, P2RY5, RPS19, CCL5, SPP1, SIRPA, EMB, SLC25A5
153	AR_ChIP-Seq_VCAP_Human	2.58e-08	-0.21	3.44	CD63, APP, TNFAIP8, PFKFB4, RPN2, CDCA7, ATP2A3, F13A1, RPL10A, CXCL2, MRPL33, ZFP36L1, CD79B, FCRLA, LGALS3, PSTPIP1, PRDX5, GM2A, ALDH2, RPL36AL, ADRBK1, TCTEX1D2, ARHGDIB, CCL4, RPS3, TSPO, NCKAP1L, SH3BGRL3, CTSG, S100A11, OSBPL9, PDIA3, ANXA2, GPR109A, RAB27A, KLF2, SCAMP2, TSPAN14, KLF6, PSMA4, RPL27A, LCN2, DYNLRB1
154	HOXB7_ChIP-Seq_BT474_Human	1.35e-08	-0.2	3.43	CEBPB, VCP, OLFML2B, SELPLG, HIBADH, RPL31, GSTP1, GIMAP1, SLC2A3, CORO1A, LITAF, RPL9, CST3, LASP1, LDHA, LBH, BCL7A, TCTEX1D2, CCL4, CTSH, CSK, CD14, SLC15A3, NADK, TPD52, DUSP1, ACTN1, SYVN1, SSU72, ATP1B1, KLF2, EEF1A1, DHRS7, PSMA4, SELL, CHI3L1, CALM3, MAN2B1, DYNLRB1, HCST, PPIA, VPS28, PRR13
155	TCF7_ChIP-Seq_EML_Mouse	7.72e-08	-0.21	3.17	TNFAIP8, RPL31, CEBPE, GSTP1, POMP, ENO1, GATA2, RCSD1, LITAF, CORO1A, SLC2A6, MRPL33, GNAI2, PSTPIP1, TMSB4X, TCTEX1D2, RPS3, CSK, RPL18, CMTM7, TMEM184B, H2AFY, HMHA1, CYBA, ARID3A, APRT, SLC6A6, DOK2, DOK3, DNAJC7, ARPC3, GNB2, ADSSL1, PFDN5, ARL8A
156	DCP1A_ChIP-Seq_HELA_Human	2.06e-06	-0.26	3.16	BTG1, ACTN1, RPS6, NME2, SSU72, ENO1, ARPC5, PIGX, ATP5L, SLC6A6, MYL6, GNG10, LASP1, LGALS1, RPL36AL, GNB2, ERP29, CALM3, JUNB, PPIA, VPS28
157	STAT5_ChIP-Seq_MAMMARY-EPITHELIUM_Mouse	3.44e-07	-0.21	2.88	ARPC1B, COX5A, ZFP36L1, CCL9, GM2A, RPS3, CTSH, CD14, PGLYRP1, RNF130, LYPLA2, CD72, SEPX1, LMO4, CMTM6, TALDO1, PSMB8, MYL4, KLF6, BCL6, IRF2, LCN2, ZYX, CD9, CALM3, LCP1, S100A8, MYD88, LTF
158	ERG_ChIP-Seq_VCAP_Human	1.17e-06	-0.2	2.6	APP, VCP, PNKP, GIMAP1, NEDD9, SLC2A3, CXCL2, MRPL33, GNG10, LBH, ADRBK1, ARHGDIB, RPS3, MARK2, OSBPL9, CMTM7, DUSP1, PLEKHA2, RAB27A, G0S2, SCAMP2, PSMA4, DNAJC7, ERP29, GAPDH, MYD88
159	PAX6_ChIP-ChIP_BETA-FORBRAIN-LENS_Mouse	1.34e-06	-0.2	2.57	CEBPE, NEDD9, SLC2A3, RPL10A, CENTD3, LGALS1, RPL36AL, SIRPA, RPL39, EG667977, CAP1, PSENEN, RPS9, HIST1H2AO, FOS, ARPC5, MMP9, LRG1, ARPC3, BGLAP2, ADPRH, BTK, P4HB, ARL8A, VPS28
160	CRX_ChIP-Seq_ADULT RETINA_Mouse	1.55e-05	-0.22	2.25	SEMA4A, EIF4A1, APP, EGR1, PFKFB4, NDFIP1, OLFML2B, FCER1G, SSR4, PGD, ASPRV1, ARHGAP4, RPS14, KRTCAP2, 2010107E04RIK, GM2A, CD177, MCL1
161	MEF2A_ChIP-Seq_HL-1_Mouse	2.00e-04	-0.25	1.95	APP, OLFML2B, ZFAND3, SHFM1, POMP, DBI, FOS, ATP1A1, RPL10A, ASPRV1, PIK3CG, RHOB, SLC6A6, ZFP36, LBH, BCL6, COTL1, CALM3, RPL29, CLIC1, ARL8A
162	FOXO1_ChIP-Seq_LIVER_Mouse	1.84e-04	-0.24	1.92	RPS14, MIDN, CCL9, TMEM184B, ALAS1, RNPEPL1, BCL6, MAST3, ACAA1A, ITM2B, ZFP36L1
163	ESRRB_ChIP-Seq_MESC_Mouse	1.42e-06	-0.14	1.82	MIDN, ALAS1, HIBADH, CBFB, LST1, DBI, RCSD1, COX5A, PIGX, CD79B, LGALS3, PSTPIP1, BCL7A, RASSF5, PSAP, RAC2, SIRPA, CKB, RABAC1, 1810033B17RIK, NDUFA3, ATP1B1, DHRS7, COX7A2L, 2010107E04RIK, OSTM1, CALM3, LRP10, SMPDL3A, 2310016M24RIK, ITM2B
164	TET1_ChIP-Seq_MESC_Mouse	3.32e-08	-0.09	1.52	MIDN, RNPEPL1, RPL32, MAST3, GMFG, RAB3D, POMP, 1110003E01RIK, TWF2, MGST2, ACAA1A, PIGX, H2-DMB1, TCTEX1D2, PSAP, COTL1, CD14, PDIA3, TMEM184B, DUSP1, STX7, OSM, SYVN1, NME2, RAB27A, HMHA1, HIGD2A, PPP1CA, MYL6, KLF6, LRG1, FCGR4, GNB2, CDK2AP2, PRTN3, EIF3F, TGFBI, PPIA, VPS28, PRR13
165	GATA2_ChIP-Seq_MEGAKARYOCYTES_Human	7.82e-06	-0.14	1.5	TNFAIP8, CEBPB, ALAS1, WDR1, NCF4, SLC2A3, DBI, GATA2, SLC2A6, CXCL2, LASP1, RPS6KA1, SPP1, COTL1, FOS, TBCA, ATP1B1, KLF2, EEF1A1, TSPAN14, ARHGEF3, PTPN6, DEGS1, MAN2B1, RPL29
166	FOXP3_ChIP-Seq_TREG_Human	3.13e-07	-0.09	1.25	RPL32, RPN2, ZFAND3, RPL34, GLO1, GIMAP1, NEDD9, LRMP, PRCP, SLC2A3, FAIM3, RPS14, RPS19, RPL18, RPS12, PSENEN, SYVN1, ARID3A, FOS, PGD, APRT, EEF1A1, COX7A2L, BCL6, SELL, GNB2, TAGLN2, DEGS1, EIF3F, DYNLRB1, RPL29, PFN1
167	KLF5_ChIP-ChIP_MESC_Mouse	2.70e-04	-0.16	1.2	RPS6KA1, SLC2A3, FOS, GATA2, JUNB, KLF2
168	SETDB1_ChIP-Seq_MESC_Mouse	6.48e-08	-0.08	1.17	CD63, OLFML2B, CEBPE, GSTP1, NCF4, TACSTD2, TWF2, AATK, PYGL, RPL10A, ZFP36L1, CST3, PRDX5, LBH, PSAP, LRRC8D, CTSH, CTSG, RNF130, ATP6V1D, 1110032A13RIK, TPD52, CD52, DUSP1, LMO4, 2010001M09RIK, CMTM6, ARID3A, SCAMP2, DHRS7, SLPI, OSTM1, BCL6, IL1B, STK17B, ALOX5AP, ARHGEF3, ZYX, DEGS1, LTB, PFN1, SMPDL3A, CLEC2D, MYO1F, LY6E, TLR2
169	KLF4_ChIP-ChIP_MESC_Mouse	2.83e-04	-0.14	1.1	RPS6KA1, SLC2A3, FOS, GATA2, JUNB, KLF2
170	KLF2_ChIP-ChIP_MESC_Mouse	2.70e-04	-0.14	1.07	RPS6KA1, SLC2A3, FOS, GATA2, JUNB, KLF2
171	IKZF1_ChIP-ChIP_HCT116_Human	3.73e-04	-0.14	1.0	EGR1, PTPN18, ARHGAP30, ARHGEF3, PTPN6, PGD, MARK2
172	RARG_ChIP-ChIP_MEF_Mouse	4.79e-04	-0.14	0.98	CEBPB, MIDN, NDFIP1, DUSP1, PKM2, TAGLN2, UNC84B, ACADM, RPL10A, JUNB, S100A8
173	CEBPB_ChIP-Seq_LIVER_Mouse	4.05e-04	-0.09	0.66	GRN, ORM1, LRG1, BCL6, LMO4, TCTEX1D2, HP, COTL1, TALDO1, LCP1, ATF3
174	GATA2_ChIP-Seq_HMVEC_Human	6.86e-04	-0.09	0.63	BTG1, IFITM2, WDR1, PKM2, ANXA3, FOS, ATP1A1, RCSD1, CXCL2, KLF6, ALDH2, KLHL6, PSAP, ARHGDIB, RAC2, PFN1, S100A11
