	Term	p-value	z-score	CS	Related Genes
579	CTCF_cerebellum_mm9	1.05e-02	0.41	-1.71	DYRK3, WBP2, MGST3, MRPS12, RPL36A, HIST2H2AB, ICAM4, UBE2L6, PPOX, CLCN3, FNTB, PSMD1, NDUFV1, HIST1H3E, H3F3B, GADD45A, DAPK2, PABPC4, GINS4, RPS3A, DYNLL1, LSM4, D030056L22RIK, SLC25A38, SLC25A37, GFI1B, 1810022K09RIK, TFDP2, RPS29, BOLA3, LPCAT3, MORF4L2, UBE2O, MCM5, TMCC2, SERINC3, GCLM
580	CTCF_MCF-7_hg19	2.14e-03	0.31	-1.71	DYRK3, RPL3, CD82, LDB1, TFRC, ARL6IP1, MRPS12, HIST2H2AB, UBE2L6, GHITM, COMT, NUDT4, PSMD8, ALAD, FAM134A, SAMD14, TUBA1B, FNTB, PSMD1, FADS1, TMOD1, BNIP3L, HIST1H2AI, ACSL1, IFRD2, PABPC4, DAPK2, SPHK1, H2AFX, DNTTIP1, RPS3A, KIF22, DYNLL1, PRKAB1, NGFRAP1, KEL, TFDP2, MORF4L2, BOLA3, RPL24, BLVRB, MCM6, MNS1, ARF5, ENDOD1, RPL36A, CDCA8, CLCN3, PPOX, CENPA, NT5C3, DNAJB2, ARHGAP21, CCNB1, SRR, FIGNL1, BAG1, ST3GAL5, PSMF1, NDUFV1, HIST1H3E, SPECC1, KLHDC2, NFE2, GCH1, H3F3B, TXNRD2, EIF2AK1, STARD10, GINS4, ASNS, MARCH8, DEK, COX6C, HNRNPAB, LSM4, UBAC1, SLC25A38, RPS26, ISG20, SH3YL1, SLC25A37, CSDA, GFI1B, RPS29, LPCAT3, CENPL, UBE2O, SERINC3, GCLM, CDKN3
581	EZH2_K562_hg19	1.05e-02	0.42	-1.71	FEN1, GYPC, ABCB4, CETN3, MRPS12, SLC43A1, RPL36A, ETFA, PPOX, PSMD8, ALAD, NUP85, FTH1, WBP5, KNTC1, ACSS1, LBR, SLC38A2, SEMA4B, H2AFX, STARD10, BSDC1, PDAP1, GTPBP2, COX6C, EEF1G, RPS26, KEL, NDUFS7, PRC1, EIF3I, PGP, TAX1BP1, CENPL, TXNIP, MCM4, GRINA
582	POLR2AphosphoS5_HL-60_hg19	2.74e-01	1.44	-1.73	RB1, CLIC4, ATP6AP1, ARL6IP1, ATPIF1, CETN3, AP1B1, BSDC1, DLST, RPS27L, PLRG1, RANGAP1, RPS26, ALAD, PSMD4, NUP85, BOLA3, PSME3, NUSAP1, CENPL, UBA52
583	USF2_HeLa-S3_hg19	6.37e-03	0.38	-1.74	RNF10, OTUD5, TBCEL, FEN1, WBP2, MGST3, MRPS12, CETN3, CDCA8, ATP5H, TRAK2, RABGEF1, CCNB1, PSMD4, NUSAP1, WBP5, RPS2, NDUFV1, SLC38A2, BCAS2, CTSB, HSPA8, RPL41, ATP6AP1, GADD45A, RPA1, MARCH8, PLRG1, RPS26, ISG20, SLC25A38, EIF5, SLC25A39, EIF3K, EIF3I, MAFG, RANBP10, PABPC1
584	RAD21_CH12.LX_mm9	2.18e-01	1.23	-1.74	AHCTF1, CLIC4, GYPC, UHRF1, PON2, ABCB4, CLCN3, PSMD8, FAM134A, FNTB, ST3GAL5, LBR, NDUFV1, FADS1, RBM38, DAPK2, GINS4, RPA1, PRKAB1, LSM4, SLC25A38, SLC25A37, CARHSP1, TFDP2, BOLA3, EIF3I, CD47, SERINC3, ANK
585	EGR1_ECC-1_hg19	4.21e-03	0.35	-1.74	DYRK3, CMAS, GGNBP2, TFRC, WBP2, MGST3, GHITM, ATP5H, MKI67, PSMD8, UGCG, PRDX2, RPL7A, TUBA1B, FIGNL1, RNF19A, RPLP2, ST3GAL5, RPS2, CTSB, HSPA8, FAHD1, KLF13, GCH1, APLP2, RFX2, RPS3A, KIF22, HCFC1, SLC25A37, EIF5, PQLC1, LPCAT3, PGP, CENPL, TMCC2, HAGH, PABPC1, GCLM, UBA52, SSBP3, ARF5, RPS24, GRINA
586	TEAD4_ECC-1_hg19	9.35e-03	0.42	-1.74	CLIC4, RPL3, CD82, LDB1, FECH, MRPS12, HIST2H2AB, MKI67, APEH, CENPA, DNAJB2, TUBA1B, UBB, FIGNL1, RNF19A, LMNA, KNTC1, TMEM14C, KLHDC2, USP7, FAHD1, RIOK3, GADD45A, H2AFX, STARD10, PDAP1, RPS3A, MEMO1, KIF22, SLC25A38, EIF5, NDUFS7, RPS29, PRC1, LPCAT3, CENPL, MCM5, HAGH
587	CTCF_CH12.LX_mm9	3.86e-03	0.35	-1.74	FEN1, UBE2L6, ICAM4, COMT, APEH, PSMD8, RPL7A, FAM134A, TUBB5, FNTB, PSMD1, KNTC1, HIST1H2AG, LBR, BCAS2, FADS1, HIST1H1C, MAP2K3, HIST1H2AI, PABPC4, DAPK2, GLRX5, ARRDC3, RPS3A, PRKAB1, D030056L22RIK, CARHSP1, BOLA3, MORF4L2, BLVRB, MCM5, CD47, ARF5, ANK, GYPA, FECH, WBP2, ABCB4, ODC1, RPL36A, ENDOD1, DLST, PPOX, UGCG, BAG1, NDUFV1, H3F3B, GADD45A, TXNRD2, GINS4, IRGM1, PDAP1, LSM4, SLC25A38, SLC25A37, GFI1B, 1810022K09RIK, ST5, RPS29, LPCAT3, UBE2O, TMCC2, GCLM, SERINC3, GRINA
588	PAX5_GM12892_hg19	1.80e-01	1.11	-1.75	KLHDC2, RNF11, SRR, BOLA3, PABPC4, STARD10, RAB8B, MCM2
589	ZBTB7A_K562_hg19	1.91e-01	1.16	-1.76	FN3K, RPL3, SIVA1, GADD45A, SEMA4B, PABPC4, DNTTIP1, DNAJB2, ALAD, TUBA1B, FTH1, EIF3I, ERMAP, ARF5
590	FOXA1_ECC-1_hg19	1.78e-01	1.11	-1.76	MAP2K3, PRDX2, MCM7, EEF1D, UROS, KLF9, DLST, MCM4
591	MAZ_HepG2_hg19	3.77e-03	0.35	-1.76	RB1, DYRK3, CLIC4, COX17, CETN3, UBE2L6, ICAM4, DNAJB2, RPL7A, DNAJB1, RPS16, NUP85, FIGNL1, BAG1, HIST1H2AG, NDUFV1, FN3K, RPL41, ATP6AP1, GADD45A, ACSL1, TXNRD2, SMOX, PABPC4, UROS, STARD10, ARRDC3, RFX2, AP1B1, RPS26, SLC25A39, SLC6A9, CENPL, BIRC5, CD47, MNS1, HAGH, AARS, GRINA
592	JUND_HCT116_hg19	1.47e-01	1.01	-1.76	ISG20, PRNP, DNAJB1, GADD45A, RANGAP1, ATF4, HIST1H1C
593	CTCF_GM20000_hg19	2.81e-01	1.5	-1.76	RPL36A, CDCA8, UBE2L6, PPOX, PSMD8, ALAD, FAM134A, FNTB, ST3GAL5, NDUFV1, FADS1, SPECC1, KLHDC2, BNIP3L, GCH1, PHF10, PABPC4, STARD10, RPS3A, DYNLL1, LSM4, PRKAB1, UBAC1, SLC25A37, BOLA3, MORF4L2, UBE2O, CDKN3
594	ELF1_HCT116_hg19	2.32e-01	1.31	-1.77	RNF10, TBCEL, RIOK3, RPL23, DNTTIP1, RPS27L, RPS3A, JOSD2, GHITM, RANGAP1, PRKAB1, PHF5A, PSMD4, BAG1, CENPL, ANAPC5, HIST1H2AG, UBA52
595	CTCF_T-cell acute lymphoblastic leukemia_hg19	1.05e-02	0.43	-1.78	RB1, TFRC, COX17, ATP5H, PSMD8, BTAF1, FIGNL1, BAG1, FNTB, RPS2, TMOD1, FAHD1, RSAD2, ACSL1, RPS8, STARD10, ATPIF1, GINS4, NIPA1, DNTTIP1, MARCH8, RANGAP1, PRKAB1, LSM4, MRPS18C, SOD1, RPS26, PSME3, BOLA3, TXNIP, HAGH, NCAPD3, MNS1, MCM6, CD47, CDKN3, ATF4
596	BCL3_GM12878_hg19	1.01e-01	0.85	-1.78	ISG20, NDUFS7, UBB, ARL6IP1, ABCB4, HIST2H2AB, BLVRB, ICAM4, AQP1, HIST1H1C
597	KDM5B_H1-hESC_hg19	2.81e-01	1.52	-1.79	GYPC, TFRC, FECH, LDB1, HIST2H2AB, CCNB1, RNF19A, NUSAP1, HIST1H3E, HIST1H1C, MAP2K3, UBE2H, RSAD2, DAPK2, GLRX5, ATPIF1, KIF22, JOSD2, DEK, RANGAP1, UBAC1, SOD1, RPS26, COL5A1, CENPL, PGP, GCLM, SSBP3
598	ZKSCAN1_CH12.LX_mm9	2.05e-01	1.23	-1.79	MAP2K3, GYPC, MCM7, MGST3, RFX2, DLST, ICAM4, DYNLL1, TPCN1, RPS26, DNAJB1, UBB, BOLA3, RPA3, MKRN1, IGTP, E2F2, BIRC5, CTSE
599	TEAD4_SK-N-SH_hg19	9.19e-02	0.84	-1.82	HSPA8, EIF5, H3F3B, MCM7, NDUFS7, GADD45A, MEMO1, SLC38A2, HIST1H1C, HCFC1
600	CTCF_GM12801_hg19	1.05e-02	0.44	-1.82	RPL3, ARL6IP1, MRPS12, RPL36A, HIST2H2AB, CDCA8, UBE2L6, PPOX, ALAD, DNAJB2, FNTB, NUSAP1, ST3GAL5, PSMD1, HIST1H1C, SPECC1, GCH1, H3F3B, PABPC4, DAPK2, STARD10, GINS4, H2AFX, RPS3A, KIF22, DYNLL1, PRKAB1, LSM4, SLC25A38, ISG20, RPS26, RPS29, BOLA3, MORF4L2, LPCAT3, CENPL, GCLM
601	JUND_T47D_hg19	4.54e-01	2.47	-1.82	ETFA, RANGAP1
602	TCF7L2_MCF-7_hg19	2.18e-01	1.29	-1.82	OTUD5, ISCA1, ARL6IP1, MGST3, CETN3, DLST, CENPA, PSMD8, PRDX2, UBB, FIGNL1, RNF19A, HIST1H2AG, NDUFV1, HIST1H3E, TMOD1, HSPA8, H3F3B, RPS8, H2AFX, MRPS18C, HCFC1, ISG20, PHF5A, EIF5, PRC1, EEF1D, RANBP10, CDKN3
603	BCL11A_GM12878_hg19	4.22e-02	0.63	-1.82	RB1, RBM38, RPL41, KLF13, HIST1H2AI, H3F3B, HIST1H2AH, ABCB4, HIST2H2AB, RPS3A, MEMO1, CLCN3, SAMSN1, NUDT4, DNAJB2, RPS26, ISG20, UBB, RPS29, FTH1, ANP32E, HIST1H1C
604	GATA3_T47D_hg19	1.47e-01	1.05	-1.84	FAHD1, H3F3B, CD82, ARL6IP1, EIF2AK1, RPL23, ATPIF1, DLST, ETFA, SAMSN1, ALAD, RPL7A, RNF19A, TXNIP, BLVRB, HAGH, SLC38A2, RPS24
605	CTCF_GM19240_hg19	1.05e-02	0.45	-1.84	RPL3, CD82, LDB1, RPL36A, ENDOD1, CDCA8, NUDT4, FAM134A, SRR, SAMD14, FIGNL1, FNTB, NDUFV1, SLC38A2, FADS1, KLHDC2, SPECC1, TMOD1, PAQR9, BNIP3L, GCH1, H3F3B, ACSL1, PABPC4, H2AFX, ASNS, MARCH8, DYNLL1, HNRNPAB, UBAC1, SLC25A38, CSDA, NDUFS7, BOLA3, MORF4L2, GSTM5, CDKN3
606	PML_MCF-7_hg19	1.67e-02	0.5	-1.85	KLHDC2, RPL3, RPS8, EIF2AK1, H2AFX, ETFA, RPS3A, CLCN3, PRKAB1, UGCG, RPL7A, RABGEF1, RPS16, UBB, PSMD4, NUP85, RPS29, FTH1, HIST1H3E
607	ZZZ3_HeLa-S3_hg19	2.84e-01	1.58	-1.85	RPL7A, RPL23, CENPL, SSBP3
608	E2F6_H1-hESC_hg19	6.08e-03	0.4	-1.85	UHRF1, MGST3, ABCB4, PON2, COX17, ODC1, ETFA, CENPA, EEF1B2, CCNB1, NUP85, FIGNL1, WBP5, E2F2, KNTC1, TMEM14C, CDT1, FAHD1, STARD10, H2AFX, NIPA1, MARCH8, RPS3A, DEK, PRKAB1, LSM4, SOD1, ISG20, SLC25A39, EIF3K, MKRN1, BIRC5, MCM5, CD47, MNS1, HAGH, MCM2, CDKN3
609	SRF_K562_hg19	1.53e-01	1.08	-1.85	RPS8, HIST1H2AH, RPL23, SLC43A1, DNTTIP1, GHITM, MRPS18C, EEF1B2, NDUFS7, PSME3, RPLP2, RPL24, HDGF, NDUFV1, RAB8B
610	RAD21_A549_hg19	2.52e-01	1.46	-1.87	DYRK3, ARL6IP1, PON2, MGST3, MRPS12, RPL36A, HIST2H2AB, RPS27L, UBE2L6, PSMD8, DNAJB2, ALAD, UGCG, RNF19A, FNTB, ST3GAL5, FADS1, RAB8B, SPECC1, BNIP3L, DAPK2, SEMA4B, ARRDC3, STARD10, GINS4, H2AFX, KIF22, DYNLL1, LSM4, ISG20, MARCH2, RPS26, GFI1B, COL5A1, RPS29, MORF4L2, BOLA3, LPCAT3, CENPL, BLVRB, GCLM, ARF5
611	RELA_GM12878_hg19	2.08e-02	0.53	-1.87	RPL41, GYPC, HIST1H2AI, ACSL1, RPL23, STARD10, LMO2, GTPBP2, TSPAN33, SAMSN1, DNAJB2, RPL7A, UBB, ANP32E, HIST1H2AD, HIST1H2AG, RAB8B
612	CTCF_GM12866_hg19	6.89e-03	0.42	-1.87	LDB1, CD82, WBP2, RPL36A, CDCA8, UBE2L6, GHITM, CENPA, FAM134A, UBB, BAG1, FNTB, ST3GAL5, PSMD1, NDUFV1, FADS1, SPECC1, KLHDC2, BNIP3L, GCH1, ACSL1, PABPC4, STARD10, RPS3A, DYNLL1, UBAC1, SLC25A38, ISG20, SLC25A37, MORF4L2, BOLA3, UBE2O, MNS1, MCM6, GCLM
613	FOXA2_HepG2_hg19	1.49e-01	1.08	-1.87	KLHDC2, FAM134A, TSPAN8, ANP32E, TAX1BP1, RANGAP1, TSPAN33
614	NFIC_ECC-1_hg19	3.27e-02	0.6	-1.87	HSPA8, SEMA4B, H2AFX, CSDA, NUP85, LPCAT3, NUSAP1, CENPL, ST3GAL5, RPL24, E2F2, TXNIP, ERMAP, TMEM14C
615	CTCF_GM19238_hg19	6.37e-03	0.41	-1.88	RPL3, LDB1, CD82, MRPS12, RPL36A, ENDOD1, CDCA8, NUDT4, SRR, FAM134A, SAMD14, UBB, FIGNL1, FNTB, PSMD1, HIST1H2AG, NDUFV1, SLC38A2, FADS1, KLHDC2, RBM38, SPECC1, TMOD1, BNIP3L, GCH1, ACSL1, ATPIF1, MARCH8, DYNLL1, HNRNPAB, UBAC1, SLC25A38, SLC25A37, CSDA, BOLA3, MORF4L2, CD47, SERINC3
616	ZBTB7A_ECC-1_hg19	7.95e-03	0.43	-1.88	RB1, LDB1, FECH, SLC43A1, RPS27L, COMT, TSPAN33, PRDX2, SAMD14, FTH1, ST3GAL5, FN3K, MAP2K3, GCH1, RPS8, TXNRD2, EIF2AK1, SEMA4B, UROS, PABPC4, AP1B1, MARCH8, JOSD2, SH3YL1, SLC25A37, EIF5, NGFRAP1, PQLC1, COL5A1, TFDP2, EIF3I, BOLA3, TMCC2, CD47, GRINA, AARS
617	GATA2_SH-SY5Y_hg19	2.18e-01	1.33	-1.88	RPL3, ARL6IP1, RPL36A, ETFA, ICAM4, GHITM, ADIPOR1, CLCN3, NT5C3, ALAD, UGCG, FZR1, HSPA8, SIVA1, HIST1H2AH, PABPC4, RPL23, STARD10, ARRDC3, ATPIF1, JOSD2, PRKAB1, TFDP2, NDUFS7, LPCAT3, MKRN1, ANP32E, CENPL, RPS24
618	NR2C2_GM12878_hg19	1.25e-01	1.0	-1.89	RPS26, EEF1B2, RBM38, PHF5A, UROS, GLRX5, MAFG, COX17, BSDC1, RPS3A, HDGF
619	CTCF_WERI-Rb-1_hg19	2.04e-01	1.3	-1.9	DYRK3, CD82, RPL36A, CDCA8, UBE2L6, GHITM, FAM134A, BAG1, FNTB, ST3GAL5, NDUFV1, FADS1, SPECC1, KLHDC2, NFE2, ACSL1, PABPC4, STARD10, RPS3A, KIF22, DYNLL1, UBAC1, SLC25A38, SLC25A37, MORF4L2, BOLA3, UBE2O
620	FOSL1_C2C12_mm9	3.28e-02	0.61	-1.9	MAP2K3, SPECC1, SLC25A37, TUBA1B, FTL1, ACSL1, LMNA, RANGAP1
621	HDAC2_HepG2_hg19	2.15e-01	1.34	-1.9	FAHD1, PABPC4, ST3GAL5, MARCH8, DEK
622	USF1_ECC-1_hg19	9.14e-03	0.45	-1.91	FEN1, DYRK3, TBCEL, SLC43A1, ETFA, PPOX, FAM134A, CCNB1, PSMD4, PRKAR2B, UROD, RNF19A, WBP5, E2F1, NPTN, ST3GAL5, BCAS2, CTSB, TMEM14C, BNIP3L, FAHD1, GPX1, ATP6AP1, RPL23, RPA1, MARCH8, UBAC1, SLC25A38, ISG20, NGFRAP1, SLC25A39, EIF5, EIF3K, PRC1, MAFG, PSME3, RPL24, HAGH, UBA52, ATF4, MCM2, AARS
623	NR2F2_MCF-7_hg19	8.70e-02	0.86	-1.92	EEF1B2, SLMO2, GCH1, SIVA1, RPS8, SEMA4B, DAPK2, UROS, BSDC1, ETFA, TPCN1, TRAK2
624	SREBF2_GM12878_hg19	1.36e-01	1.06	-1.92	RABGEF1, MCM7, EIF3K, NDUFS7, RPS29, UHRF1, GLRX5, KIF22
625	CTCF_skin fibroblast_hg19	2.18e-01	1.36	-1.92	DYRK3, TBCEL, CD82, RPL36A, ENDOD1, CDCA8, NUDT4, PSMD8, SAMD14, FAM134A, BTAF1, FNTB, NDUFV1, FADS1, KLHDC2, SPECC1, NFE2, PAQR9, HIST1H2AI, ACSL1, EIF2AK1, ASNS, MARCH8, DYNLL1, UBAC1, MRPS18C, SLC25A38, BOLA3, CDKN3
626	EP300_ECC-1_hg19	1.02e-01	0.93	-1.93	DNAJB2, KLHDC2, PRDX2, CLIC4, UBB, LPCAT3, SEMA4B, UROS, RPLP2, PDAP1, MARCH8, SSBP3
627	CTCF_fibroblast of foreskin _hg19	9.86e-03	0.47	-1.93	ARL6IP1, MRPS12, RPL36A, CDCA8, UBE2L6, GHITM, CENPA, PSMD8, ALAD, BAG1, FNTB, E2F1, ST3GAL5, PSMD1, NDUFV1, FADS1, HIST1H3E, SPECC1, BNIP3L, DAPK2, PABPC4, GINS4, STARD10, RPS3A, KIF22, DEK, DYNLL1, PRKAB1, LSM4, UBAC1, RPS26, MARCH2, SLC25A38, ISG20, SLC25A37, EIF5, MORF4L2, BOLA3, UBE2O, GCLM, CDKN3
628	CTCF_fibroblast of the aortic adventitia_hg19	1.01e-02	0.47	-1.94	FEN1, RPL3, LDB1, CD82, WBP2, ENDOD1, RPL36A, CDCA8, UBE2L6, GHITM, CLCN3, PPOX, PSMD8, ALAD, RPL7A, FAM134A, BAG1, FNTB, ST3GAL5, NDUFV1, FADS1, SPECC1, KLHDC2, NFE2, ACSL1, PABPC4, STARD10, RPS3A, PLRG1, DYNLL1, LSM4, UBAC1, TPCN1, SLC25A38, ISG20, SLC25A37, NDUFS7, MORF4L2, BOLA3, PSME3, UBE2O, MCM6
629	ZC3H11A_CH12.LX_mm9	1.25e-01	1.02	-1.94	GYPA, GGNBP2, KLF13, ARRDC3, COX17, ICAM4, APEH, LSM4, HCFC1, KLF1, EEF1G, SLC25A37, UGCG, CARHSP1, SLC6A9, LPCAT3, ST3GAL5, MCM5, XIST, EAR11, ARF5, BCAS2, HIST1H1C
630	CTCF_kidney epithelial cell_hg19	2.18e-01	1.39	-1.96	DYRK3, WBP2, SLC43A1, RPL36A, CDCA8, UBE2L6, GHITM, ALAD, PSMD8, RPS16, BAG1, FNTB, ST3GAL5, NDUFV1, FADS1, SPECC1, NFE2, BNIP3L, PABPC4, STARD10, RPS3A, PLRG1, DYNLL1, RANGAP1, LSM4, SLC25A38, SLC25A37, PSME3, MORF4L2, BOLA3, UBE2O, CDKN3
631	POLR2AphosphoS5_H1-hESC_hg19	1.70e-01	1.21	-1.96	RBM38, MAP2K3, NFE2, BNIP3L, RNF11, TBCEL, KLF13, SIVA1, TXNRD2, ENDOD1, DNTTIP1, DLST, ETFA, ADIPOR1, CENPA, NUP85, SEC61G, EIF3I, WBP5, NUSAP1, MCM2
632	EZH2_skeletal muscle myoblast_hg19	1.64e-01	1.18	-1.96	ISCA1, PON2, RPL36A, TSPAN33, EEF1B2, PRDX2, RPL7A, TUBA1B, FNTB, NUSAP1, KNTC1, BCAS2, TMOD1, NFE2, RPL41, FAHD1, H3F3B, APLP2, GLRX5, LMO2, PDAP1, PPBP, COX6C, MRPS18C, TAL1, PGP, ANP32E, HAGH, XIST, ABCG4
633	CTCF_GM12874_hg19	2.10e-01	1.36	-1.96	AHCTF1, DYRK3, LDB1, CD82, RPL36A, CDCA8, UBE2L6, GHITM, PPOX, PSMD8, FAM134A, FNTB, ST3GAL5, NDUFV1, FADS1, SPECC1, KLHDC2, BNIP3L, PABPC4, STARD10, RPS3A, DYNLL1, RANGAP1, UBAC1, SLC25A38, SLC25A37, MORF4L2, BOLA3, UBE2O, CDKN3
634	EP300_osteoblast_hg19	1.64e-01	1.18	-1.96	FEN1, CD82, ABCB4, HIST2H2AB, RPL36A, ENDOD1, DLST, PPOX, TSPAN33, DNAJB2, RABGEF1, UGCG, PSMD4, FCHO1, RPLP2, HMGN2, NDUFV1, NFE2, SEMA4B, PDAP1, ASNS, DEK, JOSD1, HCFC1, EEF1G, GFI1B, COL5A1, EIF3I, SERINC1, MCM5
635	POLR2AphosphoS5_U-87 MG_hg19	2.02e-01	1.34	-1.97	RNF11, ISCA1, FECH, SMOX, EIF2AK1, CETN3, MRPS12, AP1B1, DLST, ETFA, PLRG1, CLCN3, PRKAB1, SOD1, EEF1B2, SLC25A37, EIF3K, LPCAT3, EIF3I, BOLA3, NUSAP1, GCLM, FADS1
636	MEF2A_GM12878_hg19	3.64e-02	0.66	-1.97	RB1, UBE2H, RPL41, RPL3, TFRC, HIST1H2AH, ABCB4, PABPC4, LMO2, RPS3A, MRPS18C, DNAJB2, NDUFS7, RNF19A, TXNIP, RPL24, HIST1H2AG, HIST1H1C, AARS
637	RXRA_GM12878_hg19	2.00e-02	0.56	-1.97	RPL41, TUBA1B, NDUFS7, HIST1H2AI, TXNIP, MCM4, MARCH8, HMGN2, HIST1H1C
638	RXRA_H1-hESC_hg19	4.29e-01	2.52	-1.98	RPS8, LPCAT3
639	SIX5_K562_hg19	1.20e-02	0.5	-1.99	FEN1, AHCTF1, WBP2, CDCA8, DLST, GHITM, NT5C3, TRAK2, PSMD8, PRDX2, PSMD4, FNTB, RPLP2, NDUFV1, RAB8B, SPECC1, UBE2H, IFRD2, UROS, STARD10, JOSD2, RANGAP1, GTPBP2, UBAC1, MRPS18C, HCFC1, RPS26, NDUFS7, EEF1D, PSME3, CENPL, RANBP10, BIRC5, MCM4, ANAPC5, XIST, PABPC1, UBA52
640	POLR3A_HeLa-S3_hg19	4.83e-02	0.73	-2.0	CDT1, FZR1, SLC25A39, NDUFS7, RPS29, NUP85, ST5, SEC61G, NIPA1, NUSAP1, ETFA, HMGN2
641	CTCF_kidney_mm9	6.37e-03	0.44	-2.01	AHCTF1, CLIC4, RPL3, ABCB4, PON2, RPL36A, ENDOD1, ATP5C1, COMT, PSMD8, FAM134A, FIGNL1, BAG1, FNTB, NDUFV1, FADS1, NFE2, TXNRD2, DAPK2, GINS4, ASNS, RPS3A, MARCH8, DEK, DYNLL1, LSM4, PRKAB1, D030056L22RIK, SLC25A38, SLC25A37, TFDP2, BOLA3, TXNIP, UBE2O, MNS1, GCLM, SERINC3, ANK
642	MAX_ECC-1_hg19	1.25e-02	0.51	-2.01	CLIC4, TBCEL, FECH, ARL6IP1, MGST3, COX17, CETN3, MRPS12, COMT, CENPA, ALAD, EEF1B2, RPS16, PSMD4, NUP85, SEC61G, KNTC1, NDUFV1, TMEM14C, GINS4, DNTTIP1, AP1B1, EEF1G, EIF3K, COL5A1, PSME3, CENPL, UBA52, MCM2, AARS
643	SPI1_GM12891_hg19	1.25e-01	1.06	-2.01	RB1, BNIP3L, WBP2, RPL23, PON2, RPL36A, AP1B1, RPS3A, PRKAB1, SAMSN1, EEF1B2, RABGEF1, EIF5, TXNIP, SERINC1, MCM5, KNTC1, PABPC1
644	PAX5_GM12891_hg19	6.36e-02	0.81	-2.03	KLHDC2, KLF13, GGNBP2, GPX1, SEMA4B, PABPC4, RPS3A, DNAJB2, EEF1B2, CARHSP1, RNF19A, LPCAT3, HDGF, ACSS1, GCLM, SLC38A2, GRINA
645	CTCF_HGPS cell_hg19	1.64e-01	1.22	-2.03	CD82, LDB1, COX17, ENDOD1, RPL36A, CDCA8, UBE2L6, GHITM, NUDT4, PSMD8, FAM134A, FNTB, NDUFV1, FADS1, KLHDC2, SPECC1, TMOD1, BNIP3L, GCH1, STARD10, RPS3A, DYNLL1, LSM4, UBAC1, SLC25A38, ISG20, SLC25A37, BOLA3, MORF4L2, UBE2O
646	CTCF_GM10266_hg19	2.18e-01	1.44	-2.04	CD82, LDB1, RPL36A, ENDOD1, CDCA8, GHITM, NUDT4, PSMD8, FAM134A, FIGNL1, FNTB, ST3GAL5, NDUFV1, FADS1, SPECC1, KLHDC2, TMOD1, PAQR9, BNIP3L, ACSL1, DYNLL1, COX6C, UBAC1, SLC25A38, SLC25A37, BOLA3, MORF4L2, UBE2O, SSBP3
647	CTCF_T47D_hg19	8.44e-02	0.91	-2.04	SPECC1, ARL6IP1, GCH1, DAPK2, GINS4, STARD10, H2AFX, MRPS12, RPS3A, UBE2L6, DEK, DYNLL1, PRKAB1, ALAD, TUBA1B, RPS29, BOLA3, FNTB, BLVRB, GCLM, NDUFV1
648	GATA2_G1E-ER4_mm9	2.71e-02	0.62	-2.04	TBCEL, WBP2, RYK, UROS, SPHK1, CETN3, SLC43A1, ATPIF1, MARCH8, LSM4, HS6ST1, DEDD2, DNAJB2, 1700037H04RIK, FAM134A, NGFRAP1, TUBB5, RPS29, NPTN, BLVRB, HDGF, HIST1H2AG, CTSB, AARS
649	PHF8_H1-hESC_hg19	1.05e-02	0.5	-2.05	RB1, ARL6IP1, ABCB4, ENDOD1, RPS27L, ATP5C1, CDCA8, MRPL14, COMT, ADIPOR1, PPOX, NUDT4, RPL7A, SAMD14, RPS16, SEC61G, FTH1, FIGNL1, NUSAP1, HIST1H2AG, RAB8B, FN3K, MAP2K3, RPL41, GPX1, HIST1H2AH, KIF22, THOC7, EIF3K, LPCAT3, BOLA3, CENPL, RANBP10, SERINC1, NCAPD3, CD47, SSBP3
650	FOXP2_SK-N-MC_hg19	4.17e-02	0.71	-2.05	KLHDC2, ISG20, RNF10, EIF3K, TFDP2, RPS8, WBP2, MGST3, MCM4, MARCH8
651	RFX5_HepG2_hg19	6.37e-03	0.45	-2.05	RB1, TBCEL, TFRC, CETN3, HIST2H2AB, UBE2L6, CLCN3, EEF1B2, PRDX2, RPS16, PSMD4, UBB, NUP85, NUSAP1, UBE2H, RPL41, H3F3B, APLP2, IFRD2, ATPIF1, GINS4, DNTTIP1, AP1B1, MARCH8, LSM4, EIF3K, EIF3I, BOLA3, MKRN1, RPL24, MCM4, BIRC5, UBE2O, SERINC1, PABPC1, CD47, ARF5, CDKN3
652	TEAD4_HepG2_hg19	1.91e-01	1.35	-2.05	ARL6IP1, COX17, ANP32E, RPS3A, APEH
653	TCF12_H1-hESC_hg19	1.35e-01	1.13	-2.06	RPL41, RNF11, FAHD1, RPL3, LDB1, TFRC, ARL6IP1, RPS8, HIST1H2AH, ODC1, MARCH8, TRAK2, NDUFS7, MNS1, HAGH, ARF5, TMEM14C, HIST1H3E, HIST1H1C
654	SIN3A_Panc1_hg19	1.05e-01	1.0	-2.06	CDT1, DYRK3, RPS8, ARRDC3, DNTTIP1, ENDOD1, PPOX, FAM134A, NUP85, UROD, PRC1, EIF3I, NUSAP1, MCM5, PABPC1, MCM2, CDKN3
