	cd1	cd2	cd3	gat1	gat2	gat3	logFC	student's t-test	p-value
SLC17A8	1.6	3.9	2	3.2	3.4	23.6	1.660793914	1.112090585	0.328430037
SLC18A1	0	0	0	0	0	1.1	0.450661409	1	0.373900966
A130017M23RIK	2	3.1	3.4	0	1.5	0	-1.353636955	3.553711578	0.02371943
SLC18A3	0	0.4	0	0	0	0	-0.180572246	1	0.373900966
SLC19A1	16.8	21.4	43.7	29.9	63.9	25.2	0.523044689	0.838234554	0.449066651
SLC19A2	57.5	159	202.9	60.7	81	41.2	-1.184083064	1.76899393	0.151617396
SLC19A3	0.4	8.2	0	0.2	0	0	-1.857980995	1.048689956	0.353502584
SLC1A1	0	0.1	0	0.9	0	0	0.331205908	0.883452209	0.426893046
SLC1A2	0	0	0.5	0	0	0	-0.222392421	1	0.373900966
SLC1A3	15.2	0	1.5	2.8	0	10.7	-0.255729605	0.183877682	0.863054615
A930010I20RIK	61.6	47.8	64.4	21.3	11.3	33.4	-1.357450008	4.385122034	0.011827526
SLC1A5	8.9	8.4	14.5	8.4	3.8	2.7	-0.959127719	2.14907694	0.098083136
SLC1A6	6.5	11.7	7.6	3.7	14.5	7.7	0.005000681	0.009450378	0.992912349
SLC1A7	6.6	4.3	7.4	6	0.8	6.4	-0.394859617	0.837868899	0.449249671
SLC20A1	35	37.9	44.7	18.5	33.5	14.4	-0.797222339	2.634559233	0.057909088
SLC20A2	3.3	0	3.3	0	1.4	4.6	-0.093109404	0.114270168	0.914529718
SLC22A1	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
SLC22A12	0	0	0	2.4	1.7	0	1.242856524	1.917899106	0.127579738
SLC22A13	0	4.6	0.7	3.5	2.3	0	0.084392187	0.094626396	0.929162283
SLC22A14	0	1.1	0	0	0	0	-0.450661409	1	0.373900966
SLC22A15	6.4	3.2	6.4	7.3	8.7	8.1	0.512293433	2.366035263	0.077153519
1700061J05RIK	6.6	6.1	4.8	2.3	1.1	1.6	-1.357552005	6.516075439	0.002863635
SLC22A17	4.4	0	0	0.3	1.4	1.8	-0.187085553	0.195605959	0.854453314
SLC22A18	1.1	2.3	5.3	0.6	2.1	3.4	-0.362570079	0.582397764	0.591548308
SLC22A2	1.1	0	0	0	2.9	0	0.525091045	0.580343292	0.592806334
SLC22A21	3.8	3.5	8.1	0	6.7	0	-0.923649114	1.081099913	0.340478119
SLC22A3	1.7	0	4.8	0	0	0.7	-1.360402243	1.357305494	0.246216718
DNAJB3	19.6	10.8	15.8	7.9	2.2	6.1	-1.357552005	3.275023301	0.030643882
SLC22A5	44.8	61	67.7	45.9	50.4	61.6	-0.133503857	0.630613234	0.562527543
SLC22A6	0	0.6	0	0	0	1.6	0.353636955	0.585205736	0.589831691
SLC22A7	20.3	22.4	37.8	17.6	23.6	19.5	-0.390482825	1.139135673	0.318234763
SLC22A8	0.6	0	0	0	0	0.2	-0.169925001	0.632455532	0.561438044
TAF6	43.5	45.9	42.5	11.9	9.2	28.5	-1.358755644	4.484297866	0.010953638
SLC23A1	0	6.4	6.6	1.7	8.1	2.9	-0.027307346	0.034188173	0.974365112
SLC23A2	15	38.2	21.3	21.9	20.7	34.2	0.042192436	0.093955064	0.929662995
EG623818	4018.9	3004	4689.6	1536.9	1322.1	1702.5	-1.359889788	4.746612437	0.008993294
SLC24A1	1.9	0.6	4.1	2.4	0.8	6.7	0.426264755	0.540185749	0.61774008
SLC24A2	0	0	0	0	0	0.4	0.180572246	1	0.373900966
SLC24A3	16.3	6.8	17.4	15.6	28.7	21.8	0.66767031	1.685305046	0.167211033
SLC24A4	0	3	0	0	0	2.1	-0.234465254	0.245769576	0.817956179
SLC24A5	0	1.3	3.5	1.3	3.7	3.2	0.521952703	0.902266317	0.417934718
SLC24A6	473.4	483.2	329.4	479.7	507	540	0.24699648	1.52297762	0.202430269
SLC25A1	47.8	63.6	65.2	43	63.3	55.8	-0.12144723	0.595157664	0.583773887
SLC25A10	38.9	43.9	43.5	37.6	36.3	54.2	0.01994541	0.100311636	0.924923573
SLC25A11	157	124.8	106.3	180.8	150.1	184.2	0.405693048	2.305959978	0.082397266
SLC25A12	57.2	49.9	59.9	61.2	45.9	44.8	-0.134197602	0.828196469	0.454112649
SLC25A13	2.9	0	0	0.2	3.4	4	0.845277405	1.027337743	0.362324016
SLC25A14	15.9	11.9	9.6	16	12	18.7	0.298890559	1.157267957	0.311563285
1700020I22RIK	1.4	2.6	0.7	0	0	0	-1.359895945	2.82395631	0.047636326
SLC25A16	141.3	191.4	240.1	176.2	104.4	155	-0.392661977	1.284765285	0.268227367
SLC25A17	238.7	271.5	268.7	264.4	227.8	262.9	-0.044595943	0.49857284	0.644250188
SLC25A18	1.9	2.3	26.1	3.3	2.8	1.3	-1.678938649	0.951387587	0.395281891
SLC25A19	48.7	40.4	38.9	52.6	69	84.3	0.673245681	2.691717596	0.054560752
A830019P07RIK	1.7	1.7	1.3	0	0	0	-1.359895945	11.75	0.000300134
SLC25A20	62.9	50.7	99.4	86.9	100	122.1	0.530514717	1.790122835	0.147929467
SLC25A21	0	0.1	6.8	0	0	0	-1.722466024	1.022138099	0.364501413
SLC25A22	3.2	0.3	0	3.2	0	1.2	0.187085553	0.216946213	0.838866299
SLC25A23	0	17.1	3.2	0.5	0	1.7	-2.163746427	1.144241158	0.316343064
SLC25A24	85.9	90.7	77.7	84.2	82	88.9	0.004478684	0.061922547	0.953595152
SLC25A25	48.8	90.4	86.1	47.5	52.8	52.3	-0.553088799	1.819855964	0.142901006
SLC25A26	25	30.9	36.2	19.5	22.3	30.2	-0.342554745	1.471668761	0.215082177
SLC25A27	0.3	0	0	3.7	0	0	1.021695071	0.915913179	0.411534769
SLC25A28	422.1	482	613.6	416.3	488.4	486.4	-0.125401519	0.688128646	0.529200519
SLC25A29	0	0	0	6.7	0.6	6.3	2.468148836	2.301121846	0.082836754
SLC25A3	352.2	525.8	620.9	634.2	770.2	425.6	0.287418028	0.866320975	0.435186704
SLC25A30	11.9	14.6	22	20.4	30.5	14.3	0.405199307	0.992957596	0.376935103
SLC25A31	0	0	0	0.1	0	0	0.047305715	1	0.373900966
SLC25A32	2.2	0.6	4.1	1.6	2.3	1.3	-0.271804615	0.537587202	0.619375757
SLC25A33	27.1	63.2	69.7	29	112.5	30.9	0.105776783	0.13531668	0.898897784
SLC25A34	0.2	0	0	0	1.4	1.2	0.807354922	1.809068067	0.144703999
SLC25A35	1.5	2.6	0.8	4.9	0	6	0.815160325	1.043202214	0.355751417
SLC25A36	19.7	20.1	15.1	34.4	28.9	18.6	0.552201206	1.836479751	0.140169618
CHRNA3	2.4	0.5	1.8	0	0	0	-1.359895945	2.793860002	0.049118155
IRX4	1.1	1.9	1.7	0	0	0	-1.359895945	6.517727306	0.002860942
LOC210540	1.9	2	0.8	0	0	0	-1.359895945	4.075416857	0.015155344
SLC25A4	5.2	5	9	3.4	4.5	5.1	-0.472487771	1.483355468	0.212131641
SLC25A40	0	0.8	0	0	0	0	-0.341036918	1	0.373900966
SLC25A41	0.5	0.9	0	0	3.9	0.3	0.710493383	0.729305165	0.506224634
SLC25A42	30.2	18.7	17.4	13.4	11.2	19.1	-0.569432802	1.603038471	0.184188753
SLC25A44	96.7	83.4	181.5	57.5	64.3	58.2	-0.994470913	1.965370267	0.12080864
SLC25A45	172.5	182.8	147.5	197.7	217.3	263.6	0.430358299	2.643110003	0.057393443
SLC25A46	0	0	4.7	2.9	0	0	-0.384143491	0.325928686	0.760816686
SLC25A5	3432.3	3562.8	3432.3	3900.4	3578.3	3680.7	0.097852765	2.334938564	0.079819243
STMN2	4.6	2.9	2.1	0	1.1	0.8	-1.362570079	3.180840681	0.033508251
SLC26A11	0	2.9	0.6	0	0	0	-1.115477217	1.320050001	0.257291739
SLC26A2	0	0.9	1.1	0	0	0	-0.736965594	1.970658556	0.120078904
SLC26A3	0.4	0.4	1.1	2.3	0.1	2.9	0.760329587	1.284162277	0.268418107
SLC26A4	0	1.1	2.4	4.2	0	1	0.335184192	0.392388965	0.71478182
SLC26A5	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
SLC26A6	5.3	5.5	7.5	7.4	9.4	3.8	0.147933429	0.430075615	0.689297808
SLC26A7	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
SLC26A8	0	0	1.2	0.3	0	3.2	0.63005039	0.699543924	0.522756442
SLC26A9	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
SLC27A1	9.9	13.6	8.5	15	4.2	12.9	0.004116108	0.009159291	0.993130652
SLC27A2	0.6	0.8	0.4	0.1	0	0.7	-0.337034987	1.348399725	0.248820914
SLC27A3	18.1	7.6	8.6	16.3	10.4	17.2	0.330412292	0.806523375	0.465160736
SLC27A4	36.6	73.5	75.1	37.6	41.9	41.5	-0.601926507	1.691736313	0.165954691
SLC27A5	0	0	0	0	2.5	0	0.874469118	1	0.373900966
SLC27A6	4.5	2.1	3.2	1.6	2.5	1.1	-0.642447995	1.903493544	0.129715169
SLC28A1	4.4	1.8	0	0	1.5	0	-1.03170886	1.142271599	0.317071599
SLC28A2	22.8	4.6	8.2	36.7	58.2	18.6	1.593657202	2.040350931	0.11089937
SLC28A3	0	0.7	0	0	5.1	1.2	1.329705445	1.198838423	0.296755541
SLC29A1	161.8	106.6	304	62.8	69.3	66.2	-1.515218049	2.119656292	0.101381301
SLC29A2	2.2	7.6	1.8	1.9	2.7	2.2	-0.575114715	0.848926165	0.443741559
SLC29A3	78.4	76.6	55.2	99.6	86.5	119.8	0.534932433	2.610441223	0.059392445
SLC29A4	1.5	2.4	0	0	5.9	2.8	0.761840263	0.868573792	0.434088609
SLC2A1	120.7	379.8	227.5	236.2	677.5	237.1	0.658449857	0.853807831	0.441327128
SLC2A10	1.3	0.7	0	0.6	2	2.7	0.731183242	1.522176493	0.202621881
SLC2A12	0	0.8	0	0	1.3	0	0.178337241	0.327560891	0.759670547
SLC2A13	1.6	0.1	0	3.1	0	1.1	0.61533615	0.797782058	0.469676034
SLC2A2	0	0	0	1	0	0	0.415037499	1	0.373900966
SLC2A3	1445	1503.3	919.5	1470.2	3046.3	1252.7	0.576489521	1.065517789	0.346685414
ACP1	175.1	148.2	250.5	85.6	64.2	71.4	-1.363284886	3.760277927	0.019770126
SLC2A5	0.5	0	0	0	0	0	-0.222392421	1	0.373900966
SLC2A6	352.3	633.2	397.6	472.1	876.4	604.1	0.496579966	1.287200349	0.267458449
NMNAT3	21.2	22.4	24	8.4	6.7	9.3	-1.36549229	12.93737936	0.000205903
SLC2A9	1.5	0.5	0.1	0	1.6	3.5	0.667424661	0.914141453	0.412361009
SLC30A1	74	202.6	243.9	57.9	83.4	97.5	-1.114375293	1.790116765	0.147930512
FHIT	19.5	12.5	11.5	6.5	4.3	4.2	-1.36923381	3.61746208	0.022407607
SLC30A2	1.4	0	2.5	3.6	2.2	0	0.350907162	0.497423106	0.64499209
SLC30A3	0	0	0	1.9	3	0.2	1.432959407	2.087291048	0.105152217
SLC30A4	4.7	7.9	4.8	8.3	4.8	8.1	0.246437895	0.819148166	0.458699627
SLC30A5	318.3	325	299.6	431.7	278.5	464.7	0.316457488	1.33645542	0.252356077
SLC30A6	104.5	79.1	59.6	89.6	87.8	107.7	0.226738899	0.96528918	0.389062978
SLC30A7	64.7	50.8	36.4	75	86.7	62.9	0.555163414	2.270102175	0.085717968
SLC30A8	1.2	1.1	0.1	0	0.1	0	-0.800691192	2.17329572	0.095457457
SLC30A9	5.1	5.8	4.5	3.7	3.8	5.3	-0.219781208	1.355343691	0.246788073
SLC31A1	105.4	122.2	83.5	78	97.4	85.8	-0.249593476	1.326241456	0.255418039
SLC31A2	82.6	28.2	21.7	83.3	50.5	57.3	0.518507266	0.898433862	0.419746824
SLC32A1	40.9	22.5	19.6	34.4	21.1	16.3	-0.20129839	0.434611569	0.68626292
SLC33A1	0	0	0	6.2	0	5.7	2.312277925	1.994724709	0.116818246
TRIM2	5.5	3.9	6.5	3.4	0.1	0.8	-1.372417865	3.075073773	0.037109101
SLC34A2	0	0	0	0	0.6	0	0.263034406	1	0.373900966
SLC34A3	0	2.3	0	0	2.4	1	0.272079545	0.354102529	0.741139743
SLC35A1	6.4	7.4	11.4	15.1	13.2	3.3	0.295076875	0.53815726	0.619016701
ADCY6	23.9	23.9	34.4	8.2	10.5	11.2	-1.372765846	4.821966412	0.008510837
SLC35A3	12.1	11.1	11.8	21.4	14.3	10.9	0.384340702	1.244365899	0.281298455
SLC35A4	276.7	375	333.2	281.9	341	302.8	-0.089152378	0.592129691	0.585612702
SLC35A5	9.7	0	1.7	3.7	8.4	11.8	0.901537361	1.095816879	0.334707612
SLC35B1	692.2	875.8	868.3	736.8	745.3	563.8	-0.251617628	1.544882622	0.197262201
SLC35B2	290.4	434.8	249	366.2	381.4	384.2	0.215712287	0.928265389	0.405812787
SLC35B3	165.9	298.8	245.3	197.7	187.4	233.1	-0.198844247	0.746110205	0.497062361
SLC35B4	89	73.2	55.7	115.1	83	101	0.451632765	2.024314599	0.112941329
CTSE	3828.5	2969.9	4029.2	1158.4	732.8	2282	-1.374850458	3.926865506	0.017148202
A230077I10RIK	3.1	2.3	1.2	0	0	0.7	-1.375509135	3.287941454	0.030273966
SH3YL1	340.7	193.4	246.7	94.8	80	124.2	-1.375937023	3.570788917	0.023359249
SLC35D3	3.7	4.7	5.9	4.8	13	31.3	1.590511335	1.476074414	0.213965044
SLC35E1	195.2	210.7	180.2	214.7	238.6	217.7	0.194236038	2.444484157	0.070865061
SLC35E3	49.8	39.2	29.4	47.6	27.9	61.8	0.208746587	0.549792737	0.611716138
SLC35E4	4.1	2.7	6.9	3.3	7.2	7.8	0.351005328	0.817915118	0.459327541
SLC35F1	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
SLC35F2	0	3.3	2.7	3.3	0	2.9	0.03170886	0.045883147	0.965602725
2310022B05RIK	302	287.8	419	139.3	124.4	122.6	-1.377969894	4.951700101	0.007751804
SLC35F4	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
SLC35F5	0.7	0	0	0.6	0	1.4	0.434402824	0.92621165	0.406759497
SLC36A1	1.5	6	5.7	3.2	14.7	0.6	0.408342847	0.386645072	0.718706877
LOC100042145	2.5	4.4	4.4	0	1	1.5	-1.378511623	3.801021073	0.019086888
SLC36A3	0	2.1	0	1.7	2.2	0.6	0.556393349	0.947204446	0.397169735
SLC37A1	12	2	1.2	10.3	9.6	16.9	1.12882998	1.722168279	0.160143158
SLC37A2	1.8	1.1	0	0	0	0.5	-0.753360032	1.45521375	0.219306924
SLC37A3	8.6	1.6	0	4.8	1.4	4.2	0.021695071	0.023466163	0.982402397
SLC37A4	9.2	7.9	13.4	13.7	6.5	9.3	-0.043721377	0.124698361	0.90677797
SLC38A1	2.3	0	0.8	4.4	2.9	0	0.75576319	0.9610204	0.390963669
SLC38A10	11.8	11.1	20.9	11.4	8	12.7	-0.415037499	1.129288918	0.321912644
SLC38A11	0	2.6	0	0	0	0	-0.900464326	1	0.373900966
SLC38A2	790.6	577.1	686.4	592.4	434.8	446.1	-0.478626006	2.424682137	0.072395675
SLC38A3	0	2.3	0	0	0	0	-0.821029859	1	0.373900966
SLC38A4	0	2.8	4.6	3.5	5.5	0	0.206450877	0.254998294	0.811298603
LOC384284	0.8	2.4	1.6	0	0	0	-1.378511623	3.464101615	0.025721421
SLC38A6	21.7	23.8	16	24.2	13.3	20	-0.092364018	0.338618461	0.751925686
SLC38A8	0	0.6	7.7	0	0.9	2.1	-0.913288367	0.693774332	0.526006337
SLC38A9	37.8	16.5	26.5	22.3	13.9	29.6	-0.284541679	0.654118136	0.548735739
SLC39A1	7.6	10.6	13.3	6.2	6.7	11.1	-0.353636955	1.103418537	0.331761826
SLC39A10	16.3	3.1	2.2	3.9	0.7	12.7	-0.277178588	0.247122356	0.816979107
SLC39A11	322.8	268.2	328	488.1	398.8	332.3	0.40664173	2.041312219	0.110778261
SLC39A12	2.7	0	2.7	0.6	0	0	-1.222392421	1.735443663	0.157675636
SLC39A13	8.8	8.2	8.6	6.5	8.1	12.9	0.092794096	0.327976423	0.759378879
SLC39A14	0	0	2.3	2.1	0.7	0	0.130060541	0.169321365	0.873761811
SLC39A2	3.4	2.4	2.3	3.1	1.4	0	-0.565597176	1.24657805	0.280567216
SLC39A3	11	3.3	6	5.6	5.1	9.6	-1.60171E-16	3.32963E-16	1
SLC39A4	16.2	9.9	4	8	13.2	14.6	0.229225435	0.468616279	0.663741867
SLC39A5	0.9	1.4	0	0.5	0	0	-0.598637438	1.356801051	0.246363508
SLC39A6	140.1	153.6	114.3	177	166.1	150.2	0.272074061	2.044253166	0.110408646
SLC39A7	106.2	131.2	121.9	104.2	148.2	121.3	0.056231227	0.325678517	0.760992421
SLC39A8	5.5	3.5	6.6	1.5	3.7	0	-1.181606806	2.465036408	0.069315245
SLC39A9	16.8	8.3	8.2	10.1	16.1	14.2	0.257725494	0.705359887	0.519495181
SLC3A2	26.7	45.3	50	15.2	35.3	22.2	-0.72356289	1.779215371	0.14982122
SLC40A1	2106.6	1161.6	1202.9	2093.8	1277.3	1785.3	0.205605798	0.58642166	0.589089358
SLC41A1	0	0.6	4.3	0	3.1	0.1	-0.349584438	0.336123325	0.753670272
SLC41A2	5.5	4.8	0	10.1	0	12.6	0.950342114	0.979082985	0.38297534
SLC41A3	15.5	17.7	21.7	21.8	27.7	28.7	0.487916379	2.758410722	0.05093261
MICALL2	90.1	93	128.8	28.8	48.8	40.3	-1.381079513	4.710569788	0.00923579
SLC43A2	3.6	0.7	3.9	7.5	3.1	3.7	0.627273306	1.186088232	0.301225852
SLC43A3	2.9	0	0	6.4	0	2.4	1	0.935565538	0.402462648
SLC44A1	0.8	0	3.1	1.1	0	3.4	0.120294234	0.146385011	0.890698629
EG574083	2.8	2.3	3.1	1.3	0	0	-1.381090167	4.673269684	0.009495161
SLC44A3	1.3	0	0.6	0	0.8	0	-0.366782331	0.795932066	0.470636011
SLC44A4	5.8	7.8	7.9	3.6	0.6	9	-0.596787936	1.084527279	0.339126284
SLC44A5	0	6.4	0.1	3.3	4.4	6.6	0.864772619	1.116566752	0.326722259
SLC45A1	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
SLC45A2	2.2	0	1.6	0	0.8	0.6	-0.628031223	1.144155107	0.316374862
SLC45A3	8.2	0.4	0	6.4	1.2	8.8	0.741931847	0.74573743	0.497264245
SLC45A4	14.2	26.9	33.2	30.6	23.2	18.7	-0.03399177	0.091228451	0.931697037
SLC46A1	0	2.9	0	0	1	0	-0.560714954	0.619382298	0.569200388
SLC46A2	0	0	0	0	0.7	1.1	0.678071905	1.866513051	0.135376111
EG625835	18.5	17.5	9.2	5.2	3.7	6.6	-1.381507876	3.230934062	0.031947228
SLC47A1	0.5	0	2.3	0	0	0	-0.9510904	1.336367088	0.252382403
SLC47A2	1	0.8	0.5	0	1.1	0	-0.37036845	1.014185106	0.367854056
UFSP1	106.3	92.2	148.7	29.5	43.7	58.2	-1.381645946	3.807589771	0.0189794
SLC4A10	0	0	0	0.4	0	3.1	1.115477217	1.198377175	0.296916167
SLC4A11	1.2	2.6	3.8	2.3	1.3	3	-0.142957954	0.370879471	0.729533913
SLC4A1AP	132.5	110.2	107.3	169.4	126.8	177.8	0.434321083	2.337738396	0.079575018
SLC4A2	222.8	216.9	207.6	187.9	215.9	233.5	-0.022357414	0.238180993	0.823444544
SLC4A3	0	1.9	0	3.5	1	2	0.955145764	1.590943267	0.186832145
SLC4A4	0	0	3.2	2.9	1.2	0.5	0.293731203	0.36378979	0.734427929
SLC4A7	87	61.4	54.6	83.3	88.8	99.4	0.414161812	2.087687067	0.105105149
SLC4A8	2.8	4.1	1.3	6.4	14.8	5.1	1.387401932	1.917949772	0.127572295
SLC4A9	0	0	1.1	0	0	0.2	-0.357552005	0.804984472	0.465953178
SLC5A1	3.3	0	5.4	2.6	4.9	1.2	0	0	1
SLC5A10	0	0	0	0	1.1	0	0.450661409	1	0.373900966
SLC5A11	2.7	3.3	0.8	10.3	5.4	4.5	1.243271151	2.286676102	0.084164755
SLC5A12	0	0	0	0	1.9	0	0.707819249	1	0.373900966
SLC5A2	0.4	3.4	2.7	0	0.2	1.6	-0.984893108	1.511418107	0.205213036
SLC5A3	0	1.5	5.6	0	0	0.7	-1.448758117	1.262447749	0.275374376
SLC5A4A	0.1	0	0	0	1.9	0	0.660513534	0.946058996	0.397688008
SLC5A4B	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
SLC5A5	0	0	0	0	0	1.8	0.678071905	1	0.373900966
SLC5A6	47.5	35.9	43.5	39	63.6	52.8	0.286170905	1.20404384	0.294948453
SLC5A7	0	4.4	3.4	0	0	0	-1.847996907	1.95244208	0.122613051
SLC5A8	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
SLC5A9	0	4.8	0.1	2.6	2.3	0.4	0.071258683	0.077209144	0.942164946
SLC6A1	0	5.7	0	0	0.3	0	-1.398549376	0.946058996	0.397688008
SLC6A11	3.2	2.3	0	0	0	3.1	-0.478653599	0.569174407	0.599675641
SLC6A12	44.7	45.8	23.1	53.5	49.4	45.9	0.380604002	1.521914051	0.202684692
2810453I06RIK	686.1	461.2	535.7	146.5	233.5	262.7	-1.384668604	4.636751868	0.009757711
SLC6A14	0	0	0	0	1.8	0	0.678071905	1	0.373900966
SLC6A15	0	0.5	4.2	0	2.9	3.7	0.31817596	0.364576539	0.733884076
SLC6A16	0.5	0	1.1	0	0.8	2.5	0.453717967	0.705886579	0.519200574
SLC6A17	0	0.6	0.2	0	3.6	1.5	1.091922489	1.353701383	0.24726738
SLC6A18	2.9	3.8	1.9	1.8	0	2	-0.770518154	1.904821896	0.129516647
SLC6A19	2.7	0	6.1	3.5	0.8	3	-0.196142522	0.256419622	0.810274954
SLC6A2	0.6	1.1	0	0	0	0.4	-0.46712601	1.256757436	0.277225687
SLC6A20B	0	5.5	0	2.6	1.6	0	-0.239465935	0.218464255	0.837760806
SLC6A3	1.8	8	0	0.8	0	4.1	-0.696219252	0.598585608	0.581696768
SLC6A4	5.2	0.6	12.5	0	0	0	-2.827819025	1.7606738	0.153096371
SLC6A5	1.8	0	0	0	1.5	0.8	0.142957954	0.225188675	0.832869328
LOC672822	1.5	2.2	1.4	0	0.1	0	-1.385653692	6.565321643	0.002784669
SLC6A7	0.3	0	7.2	3.7	0	0.1	-0.626782676	0.465786658	0.665600106
SLC6A8	9.8	1.2	2.4	5	4	8.9	0.349807127	0.487548927	0.651384219
KLHL7	198.8	308.9	317.2	109.4	93.9	110.3	-1.386795263	4.423609577	0.011478714
SLC7A1	0.6	0	2.1	0	0	1.9	-0.21818017	0.299812676	0.779254324
SLC7A10	0	0	0.8	0	0	0	-0.341036918	1	0.373900966
SLC7A11	3	29.9	11.5	4.2	51.3	4.8	0.417318441	0.302776413	0.777152793
SLC7A12	3.1	0	0	0	0	0	-1.023846742	1	0.373900966
SLC7A13	0	1.5	1.5	0	0	1.4	-0.447458977	0.779792286	0.479075824
SLC7A14	0	2.2	2	0	0	0	-1.263034406	1.993231791	0.117017676
SLC7A15	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
SLC7A2	1.3	0.8	0.5	0.2	1.7	0.8	0.025535092	0.067419986	0.949482837
SLC7A3	5.3	0	2.8	0	2.6	3.1	-0.351472371	0.442626668	0.680917697
SLC7A4	8.9	13.6	15	1.6	11	7.9	-0.785261151	1.704608674	0.163469816
LOC235279	4	4.2	4.5	2	0.9	0.1	-1.387730153	5.676495639	0.004752522
SLC7A6OS	24.3	23.3	22.8	19.6	20.4	27.7	-0.054069848	0.344235456	0.74800488
SLC7A7	45.1	41.7	33.4	48.5	46.3	45	0.212993723	1.803867699	0.145581822
UBAC1	1116.3	896.4	1251.4	410.1	380.7	454.2	-1.38839268	6.37151808	0.003111896
SLC7A9	1.6	0	0	0	0	0	-0.61667136	1	0.373900966
SLC8A1	14.8	9.7	14.3	20.8	14.2	27.4	0.645787693	1.899338709	0.130338238
SLC8A2	0	0	0	0	0.4	0	0.180572246	1	0.373900966
SLC8A3	1	0.2	0	0	0.4	0	-0.304854582	0.8	0.468527136
SLC9A1	88.5	81.2	84.7	83.7	84.7	76.2	-0.056000739	0.957568367	0.392506504
SLC9A10	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
SLC9A2	1.5	3	1.9	1	1.3	1.5	-0.46712601	1.838477631	0.139845143
SLC9A3R1	483.4	516.6	464	557.5	538.6	498.4	0.12294706	1.872768695	0.134400055
SLC9A3R2	37.1	10	10.9	33.3	31.7	27.8	0.651216413	1.283757074	0.268546352
SLC9A4	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
SLC9A5	2.9	0	0	0	3.4	0	0.117356951	0.111887346	0.916302632
SLC9A6	4.2	1.7	2.4	5.4	2.6	2.4	0.245910228	0.573035184	0.597295355
SLC9A7	7.4	0.1	0.5	4.3	2.9	7	0.644905041	0.777677878	0.480190091
SLC9A8	36.6	29.5	33.1	25.2	28.1	39.4	-0.094804366	0.452130839	0.674608665
SLC9A9	16.3	8.9	4	11	10.6	12.7	0.212114942	0.467988393	0.664153954
SLCO1A1	0.1	0	0	0.5	0.9	0	0.505235308	1.651001651	0.174082754
SLCO1A4	0.1	0	4.7	0	0	1.3	-0.859137464	0.724775946	0.508715369
SLCO1A5	8.5	0	2.7	4.2	0	1.1	-0.774707688	0.701090449	0.521887793
SLCO1A6	0	0.2	0	0	0	0	-0.093109404	1	0.373900966
SLCO1B2	0	0	0	0	0	0.3	0.137503524	1	0.373900966
SLCO1C1	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
SLCO2A1	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
SLCO2B1	37.8	13.5	44.4	20.7	20	63.6	0.120528086	0.166579101	0.875782692
SLCO3A1	20.2	30	26.3	31	37	20.6	0.204392738	0.723074574	0.509653337
SLCO4A1	73.9	319.5	213.5	140.9	374.9	99.2	0.019034122	0.024227787	0.981831381
SLCO4C1	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
SLCO5A1	0	2.6	2.7	2.9	0.5	4	0.325400287	0.514804855	0.633829671
SLCO6B1	1.4	0	0	0	1	0	-0.137503524	0.232495277	0.82756472
SLCO6C1	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
SLCO6D1	0	0.9	2.9	0.2	0.8	0	-0.765534746	1.048608241	0.353535977
SLFN1	493.9	251.7	132.7	594.9	461.8	428	0.755378521	1.715154984	0.161463175
SLFN10	0	0	0.9	0	0	3.6	0.7589919	0.727606875	0.507157507
GAS2L1	5.3	2.8	4.1	1.2	0.3	1.3	-1.389946518	3.972224997	0.016507961
SLFN2	247	337.9	128.7	279.3	236.2	325.8	0.236587671	0.646342634	0.55327198
SLFN3	1.4	0	0.2	7	0	3.2	1.520832163	1.384936747	0.238306508
SLFN4	9.5	5	1.2	3.2	9.7	4	0.089730161	0.126858116	0.905174059
GPT2	7.6	5.5	4.4	3	0	1.8	-1.394077881	3.304558719	0.029805858
SLFN8	0	1.2	0.6	0	0.6	1.8	0.169925001	0.316227766	0.767643915
SLFN9	0	0	0	0.5	0	0	0.222392421	1	0.373900966
SLFNL1	0.1	0	5	0	1.5	1.6	-0.409112665	0.385471672	0.719510011
SLIT1	0	0	0	0.8	1.9	0	0.925999419	1.634114338	0.177573485
SLIT2	0	0.7	0	0	0	0.5	-0.080170349	0.232495277	0.82756472
SLIT3	0.6	0	1.2	1.8	0	0	0	0	1
SLITRK1	0	5.9	0	0	0.1	1.2	-1.049468676	0.76518026	0.486816834
SLITRK2	4.3	0	0	2.4	0	0	-0.434937057	0.385831543	0.719263651
SLITRK3	0	0	2.9	4.1	0	0.5	0.365284464	0.35128166	0.743099464
