TargetID	cd1	cd2	cd3	gat1	gat2	gat3	logFC	student's t-test	p-value
E030040G24RIK	73.3	49.4	34.6	3.2	27.6	8.2	-1.932313192	2.919137363	0.043280765
TRAF5	16.5	26.6	26.2	14.9	6.8	26.6	-0.495036821	1.056090078	0.350490102
AMN	34.6	47.2	26.7	8.2	3.4	14.6	-1.933003436	4.037856749	0.015631664
TRAF7	21.2	23	36.6	19.6	34.7	28.7	0.037386416	0.111964	0.916245589
TRAFD1	95.1	79	111.3	86.3	136.5	97.7	0.165694548	0.656310987	0.547461118
TRAIP	2.9	0.8	0	0.5	2.2	0	-0.233199176	0.305423611	0.77527766
TRAK1	54.3	66.8	82.9	42.9	62.5	73.6	-0.185692317	0.682530416	0.532381577
TRAK2	105.5	156.5	166.6	264.7	134.6	102.4	0.225731222	0.458939674	0.670108588
TRAM1	545.6	710.9	480.2	810.6	651.9	701.6	0.316927183	1.713989871	0.161683578
TRAM1L1	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
TRAM2	1.7	3.1	3.6	2.5	2.1	0	-0.584962501	1.317412966	0.258093836
TRAP1	189.3	269.9	323.9	218.8	212.8	278.6	-0.140406147	0.547399739	0.613213203
TRAP100-PENDING	0	1.6	2.3	0	4.4	0.1	0.120294234	0.124837557	0.906674582
TRAP1A	1.1	2.3	0	0.6	0	0	-0.830074999	1.345594128	0.249646903
TRAPPC1	253.3	302.8	261.6	279.7	514.7	375.4	0.51503015	1.6785274	0.168545855
TRAPPC10	158.1	152.3	146.2	171.6	163.6	144.8	0.071644391	0.901287521	0.418396906
TRAPPC2	5.3	7.3	1.2	5.2	10.7	8.6	0.710970386	1.482113879	0.212443152
TRAPPC2L	361.8	371.3	617.8	406.4	486.5	548.1	0.092949558	0.321911013	0.763641063
TRAPPC3	97.3	105.8	95.9	106.7	132.3	126	0.285157217	2.650880335	0.056929439
TRAPPC4	521	606.6	620.6	446.9	654.2	639.9	-0.00594382	0.03254783	0.975594514
TRAPPC5	7	3.5	6.7	4.4	11.2	1.1	-0.036159663	0.052454607	0.96068158
TRAPPC6A	60.3	49.1	70.5	66.1	102.6	84.8	0.487903751	2.008269641	0.115025761
TRAPPC6B	55.2	72.6	64.2	72.1	52.5	69.1	0.012522834	0.071740815	0.946252003
TRAPPC9	13.9	18.6	16	13.3	14.6	13.1	-0.227068909	1.738086655	0.157189197
TRAT1	49.5	48.8	26.9	30.1	1.3	13.4	-1.423313739	2.399412112	0.074403755
TRAV12D-3_X06305_T_CELL_RECEPTOR_ALPHA_VARIABLE_12D-3_20	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
TRAV14D-2_U04312_T_CELL_RECEPTOR_ALPHA_VARIABLE_14D-2_3	4.2	9.2	5.7	7.5	0.3	7.3	-0.288056672	0.477443923	0.657963467
TRAV2_AF259071_T_CELL_RECEPTOR_ALPHA_VARIABLE_2_75	3.6	6.9	1.9	5.9	0.9	2.4	-0.336049203	0.511492851	0.635947699
TRAV6D-3_AF259073_T_CELL_RECEPTOR_ALPHA_VARIABLE_6D-3_12	8.6	9.7	6.2	3.1	0	6.4	-1.137503524	2.361692292	0.077519699
TRB	104.2	31.7	140.2	31.8	21.8	40.1	-1.52919433	1.87989896	0.133296782
TRBV1_AE000663_T_CELL_RECEPTOR_BETA_VARIABLE_1_207	137.1	300.1	42.9	87.9	6.8	89.6	-1.366970953	1.233408153	0.284947434
TRBV11_AE000663_T_CELL_RECEPTOR_BETA_VARIABLE_11_244	67.8	13.1	8.9	15.9	4.3	21	-1.070078436	0.826320321	0.455060748
TRBV13-1_M15618_T_CELL_RECEPTOR_BETA_VARIABLE_13-1_213	78.4	107.6	14.9	37.4	1	30	-1.513865796	1.495533909	0.209100532
TRBV19_AE000664_T_CELL_RECEPTOR_BETA_VARIABLE_19_39	3.6	3.9	0	3.9	2.5	0	-0.159656666	0.216394606	0.839268111
TRBV26_K02548_T_CELL_RECEPTOR_BETA_VARIABLE_26_71	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
TRBV30_X16695_T_CELL_RECEPTOR_BETA_VARIABLE_30_160	0	4.8	0	3.7	0.8	1.5	0.206450877	0.219418398	0.837066197
TRBV31_X03277_T_CELL_RECEPTOR_BETA_VARIABLE_31_33	50.3	77.9	9.2	35.8	5.5	24.4	-1.031160931	1.094948752	0.335045533
TRBV6_AE000663_T_CELL_RECEPTOR_BETA_VARIABLE_6_11	32.1	5	3.5	25.4	2.3	18.3	0.168453614	0.156058936	0.883545889
TRBV8_AE000663_T_CELL_RECEPTOR_BETA_VARIABLE_8_270	202.9	234.3	48.1	88.9	6	76.5	-1.485367738	1.658829338	0.172489083
TRCG1	10.1	7.6	11.7	8.9	13.2	4	-0.15497466	0.377593155	0.724913756
TRDMT1	4.5	3.8	4.4	3.8	14.2	3.5	0.64201719	0.832265267	0.452061906
TRDN	0	0.3	0	0	1.7	1	0.788495895	1.589438828	0.187163672
TRDV5_M23382_T_CELL_RECEPTOR_DELTA_VARIABLE_3_275	8	8.3	6.6	6.9	10.1	4.6	-0.074293782	0.258147978	0.809030801
TREH	0	3.6	2.2	3.7	1.8	0.7	0.064130337	0.097619065	0.926930692
TREM1	52.5	65.5	23.8	43.4	50.4	30.3	-0.188097572	0.432080182	0.687955728
TREM2	7.8	1.4	3.3	0	163	9.8	3.50359495	1.01180362	0.368863237
TREM3	209.4	396	113.9	442.4	2057.6	488.9	2.050391881	1.408172782	0.231849597
TREML1	6.5	7.4	9.4	399.6	74	8.4	4.204850043	1.264040815	0.274858207
TREML2	5.3	3.1	3.9	2.1	4	3.9	-0.23502003	0.860151231	0.438205596
TREML4	26.2	33.7	33.1	31	37.6	50.5	0.346956889	1.400677463	0.233913211
TRERF1	6	4.9	4.3	1.7	5.9	3.8	-0.337869639	0.966448801	0.38854802
TREX1	85.4	65.6	58.6	25.9	125.5	74.8	0.108465447	0.185355497	0.861969516
TREX2	6.1	3.4	1.8	2	4	5.5	0.020037753	0.041327254	0.969015583
THAP6	10.2	8.7	3.7	1.8	0.7	1.2	-1.93391081	3.164981201	0.034021082
2610206C24RIK	6.3	5.2	3.9	1.5	0	0.3	-1.938599455	5.45310319	0.005495208
TRFR2	4.2	9.2	8.2	52.7	10.5	6.1	1.555337332	1.064774585	0.346983998
TRGC4_AF021335_T_CELL_RECEPTOR_GAMMA_CONSTANT_4_206	0.2	1.8	0	2	0	0	0	0	1
TRGV4_AF037352_T_CELL_RECEPTOR_GAMMA_VARIABLE_4_99	4.1	2.7	1.9	2.5	5	5.8	0.478363435	1.295389249	0.26488823
TRGV5_AF037352_T_CELL_RECEPTOR_GAMMA_VARIABLE_5_279	0.6	4.4	0	0.9	1.1	0	-0.678071905	0.70495603	0.519721162
TRGV6_D29793_T_CELL_RECEPTOR_GAMMA_VARIABLE_6_95	3.2	5.4	8.3	5.1	6.6	0.9	-0.351222402	0.635244499	0.559791447
TRGV7_D29794_T_CELL_RECEPTOR_GAMMA_VARIABLE_7_277	0	0.7	3.6	0.4	1.7	0.6	-0.356934545	0.454369467	0.673127287
TRH	0	0.1	2.8	0	0.3	0	-0.83824893	0.939418186	0.400704045
TRHDE	0	1.1	0	0	0	0	-0.450661409	1	0.373900966
TRHR	0	0.7	0	0	0	0	-0.30256277	1	0.373900966
TRHR2	0	2.4	0	0	0	0	-0.847996907	1	0.373900966
TRIAD3	0	0.1	0	0	0	0	-0.047305715	1	0.373900966
TRIAP1	328.8	187.8	179.1	187.6	242	243.3	-0.047863326	0.146518065	0.890600163
TRIB1	0.8	3.8	3.6	3.8	2.3	5.2	0.352516415	0.807171248	0.464827436
ARSI	2.8	1.3	4.4	0	0	0	-1.938599455	3.165565422	0.034002028
TRIB3	9	2.7	0	12.1	2.2	3.3	0.486828182	0.478050246	0.657567631
TRIM10	20.5	132.7	73.7	229.1	54.2	10.4	0.367998461	0.29988309	0.779204368
A830022J10RIK	2.2	3.8	5.2	0.5	0.2	0	-1.940293754	3.98287702	0.016361799
TRIM13	0	1.5	0	0	0	0	-0.584962501	1	0.373900966
TRIM14	0.2	0	3.2	3.5	0.5	3.5	0.714245518	0.949644162	0.396067766
TRIM15	0.8	0	0	0	0.6	1.7	0.479992941	0.885422004	0.425947775
TRIM16	5.5	6.1	7.5	1.3	5.8	7.5	-0.328470941	0.772311718	0.483026929
TRIM17	0.6	0	0	0	0	0.8	0.078002512	0.2	0.851237014
TRIM2	1.2	1.4	2.9	1.3	1.3	0	-0.602036014	1.401767909	0.233611857
TRIM21	12.7	15.1	20	15.7	28.5	21.5	0.435481602	1.394485363	0.235631782
TRIM23	27.7	16.5	13.3	19.7	10.9	13.8	-0.352048083	0.860335306	0.438115282
TRIM24	4.9	5.9	4.7	4.8	2.5	5.1	-0.26459492	1.146576418	0.315481258
TRIM25	273.2	184.8	164	52.8	158.6	172	-0.693761096	1.577511093	0.189813727
TRIM26	480	435.3	624.8	333.9	132	507	-0.66102633	1.543072629	0.197684071
TRIM27	89	84	79.9	85.4	113.5	107.4	0.273426686	1.993258996	0.117014039
TRIM28	519	560.1	646.9	570.5	661.9	500.6	0.005829079	0.038877036	0.970851401
TRIM29	1.7	1.3	2.4	2.7	3.8	1.9	0.440572591	1.56812512	0.191926251
TRIM3	5.2	8.4	11.9	4.1	8.1	6	-0.426897654	1.079853301	0.340971016
TRIM30	0	5.8	0	76.9	138	4.8	4.661454224	1.849847059	0.138013939
TRIM31	0	0	0	0.3	0	0	0.137503524	1	0.373900966
D130067M12RIK	9.1	3.7	5.7	0	1.8	0.8	-1.940837928	3.192796832	0.03312765
A530024C08RIK	97.3	54.6	122.3	18.4	26.6	24.1	-1.942856093	3.433252715	0.026456668
TRIM34	1.8	11.1	1.9	18	28.7	5.4	1.630175078	1.678818166	0.168488362
TRIM35	5.2	3.6	3.6	1.8	0.6	4.7	-0.608575058	1.329578308	0.254413742
E230020O17RIK	89.2	53.3	50.2	23.2	8.8	15.4	-1.957148117	3.672202272	0.021349754
TRIM37	0	0.2	1.5	0	6.4	3.2	1.422691072	1.381296207	0.239334183
TRIM38	0	0.5	0	0.5	0.3	0.7	0.362570079	1.643989873	0.175523369
TRIM39	263.6	224	364.5	279.6	146.7	264	-0.302613386	0.910525517	0.414051588
TRIM40	1.8	1.5	0.3	0	0.7	2.3	-0.137503524	0.243733339	0.819427645
TRIM41	105.4	97.5	157.6	115.5	136.1	134.8	0.09929752	0.431732631	0.688188318
TRIM42	0	0	0	2.7	0	0	0.925999419	1	0.373900966
TRIM44	0.8	6	3.5	7.9	3.5	3.9	0.460417403	0.810574009	0.463079955
TRIM45	1.4	6.8	5.5	3.8	18.7	6.3	0.929178663	1.030194852	0.361132461
TRIM46	13.1	1.1	10.6	6.4	4	8.5	-0.344154013	0.506928229	0.638873679
TRIM47	2.2	3	0	1	9.4	0.5	0.761389068	0.628502345	0.563777652
TRIM50	0	0.2	0	0.7	0	2.9	1.044394119	1.293420957	0.265503823
TRIM52	0	1.6	0	0	0	0	-0.61667136	1	0.373900966
TRIM54	0.7	2.5	0	3.2	0	4.2	0.746243408	0.952824444	0.394635205
TRIM56	27.6	31.2	67	55.9	34.1	42.8	0.076350886	0.165694978	0.876434483
TRIM58	0.6	0.3	0.2	1	0	0.1	0	1.63299E-16	1
ITGA2	1.9	5.9	4	0.8	0	0	-1.961525852	3.092768564	0.036476135
TRIM6	0.7	0	0.7	0.9	0.3	1	0.2410081	0.834057656	0.451160855
TRIM60	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
TRIM61	0	0.8	0	0	0	1.1	0.109624491	0.220564387	0.836232162
TRIM62	1.2	4.8	6.4	7.1	3.1	4.6	0.20894689	0.414471302	0.699792007
TRIM63	2.7	0	1.6	0	0	0.8	-0.941897045	1.409046944	0.231610105
TRIM65	10	6.9	10.5	6.3	5	9	-0.383741369	1.452310236	0.220061015
TRIM66	1.6	3.1	0	0	0	0.4	-1.179323699	1.583925358	0.188383853
TRIM67	0.4	3.3	0	0	0.1	0	-1.11189288	1.153514405	0.312933637
TRIM68	6	0	7.6	2.7	3.1	9.8	0.16411938	0.204241192	0.848135911
TRIM69	8.8	9	8.4	11.3	6.4	8.3	-0.009915469	0.046386361	0.965225816
ABCC1	3.2	3.3	2.2	0	0	0	-1.963474124	8.257674563	0.001173303
TRIM71	0	0	0	2.4	0	1.1	1.115477217	1.68199266	0.167861998
TRIM72	4.2	1.6	1.3	0.8	2.2	3.4	-0.103622631	0.19634745	0.853910323
TRIM75	0	0	0	0	0	0.7	0.30256277	1	0.373900966
TRIM8	713.7	603.8	852.8	525.8	518	595.8	-0.403906133	2.322349265	0.080927888
TRIM9	0.1	0	0	0.8	0	0.6	0.505235308	1.785687331	0.148695655
TRIML1	0	1.7	0	0	0	0	-0.647698256	1	0.373900966
TRIO	66.8	75.5	85.7	21.7	87.5	98.9	-0.129966273	0.268865161	0.801331449
TRIOBP	427.4	521.6	544	529.9	1088	618.9	0.582259739	1.402619508	0.233376779
TRIP	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
TRIP10	10.2	5.5	15.3	14.6	21.5	7.3	0.448590059	0.829733126	0.45333728
TRIP11	3.8	1	0.3	0.5	1.1	0.9	-0.558490289	0.799716127	0.46867406
TRIP12	189.8	199.8	234.7	160	164.9	188.5	-0.280666562	2.281091562	0.084684546
TRIP13	3.1	2	0.4	10.4	5.7	3	1.378511623	1.971221521	0.120001504
TRIP4	2.8	4.8	2.5	10	5.4	3.2	0.721464501	1.330563569	0.254117945
TRIP6	6.6	8.5	16	10.1	15.1	5.7	-0.008486466	0.016874783	0.987344663
CAR15	4.8	7.1	12.1	1.3	0	2.6	-1.96829114	2.936262748	0.042547269
TRMT1	92.8	72.6	112.6	76.4	56.6	82.7	-0.36161691	1.486492538	0.21134662
TRMT11	0	0	0	1.9	0.2	0	0.765534746	1.161302654	0.310096495
TRMT12	1.7	5.1	9.9	2.8	7	7.4	0.036159663	0.059591412	0.955339476
TRMT2A	222.8	158.5	275.9	134.5	144.4	152.2	-0.604875716	2.195611335	0.093107239
TRMT2B	19.6	25.5	21.6	18.7	23.9	34.6	0.202443581	0.701279053	0.521781929
TRMT5	0	3.6	1.5	2.3	0	0	-0.611929548	0.720559018	0.511042503
TRMT6	11.4	10.1	10.7	7.1	10.4	9.6	-0.225811942	1.600012303	0.184846466
TRMU	7.5	6.9	19.5	13.8	11.4	19.4	0.367340757	0.752625854	0.493543621
5031428M13RIK	6.9	5.7	9.1	3	0.3	0	-1.971087308	4.448287189	0.011261604
TRO	0.7	0	0.1	0	0	0	-0.341036918	1.219988563	0.289477469
TROAP	5.7	27.3	19.5	64.4	105.6	29.6	1.868074498	2.145409289	0.098487721
TROVE2	18.2	10	13.4	9.9	19.6	6.4	-0.197273555	0.412210979	0.70131894
TRP53	56.9	82.2	107.3	98.4	72.3	80.1	0.025230604	0.089009758	0.933352641
TRP53BP1	92.1	131.7	155.5	101.5	63.6	94	-0.544587847	1.836133375	0.140225955
TRP53BP2	38.5	23.4	28.1	6.8	15.8	21	-0.996900761	2.53900907	0.064048292
9530077A17RIK	149.8	73.8	134	22.1	46.5	20.2	-1.973833338	3.634367605	0.022074365
TRP53INP1	345.7	266.5	242.5	315	188.6	302.1	-0.084868509	0.321270035	0.764092076
TRP53INP2	184.5	160.8	81.9	39.2	92.1	20.8	-1.471808838	2.434688699	0.071617565
TRP53RK	0.1	7.1	0.1	3.4	9.4	5.2	1.02774499	1.215909091	0.290868032
TRP63	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
TRP73	0	1	1.3	3.9	0	1.4	0.647118977	0.828868446	0.453773452
TRPA1	0.6	0	0	0	0	0	-0.263034406	1	0.373900966
TRPC1	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
TRPC2	19.4	15.3	46.1	42.3	12.1	17.4	-0.163911974	0.223659267	0.833981056
TRPC3	1	1.1	0.1	1.4	0	1.4	0.157541277	0.354168802	0.74109373
TRPC4	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
TRPC4AP	68.7	94.6	94.4	68.1	119.5	96.7	0.14016741	0.516183829	0.632949062
TRPC5	4.9	1.2	3.6	5.5	2.4	3.3	0.161062433	0.351605423	0.742874418
TRPC6	3.1	1.8	1.9	6.3	4.7	0	0.514573173	0.72306402	0.509659159
TRPC7	0	0	0	0	1.2	0	0.485426827	1	0.373900966
TRPD52L3	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
TRPM1	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
TRPM2	6.4	3.2	6.8	4.5	8.9	0	-0.242360838	0.355809056	0.73995533
TRPM3	1.1	0.4	1.8	1	0.2	1	-0.276840205	0.75727123	0.491046417
TRPM4	0.6	2.2	3	1.9	0	0	-0.844721775	1.37116698	0.242216632
TRPM5	0.3	0.8	0	0	0.4	1.7	0.314873337	0.591312396	0.586109676
TRPM6	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
TRPM7	22	7.2	33	15.9	2.1	8.7	-1.134409033	1.396988345	0.234935594
TRPM8	0	1.4	0.4	0	0	1	-0.263034406	0.5	0.643329963
A530064K17RIK	20.2	15.3	18.5	3.2	4.3	3.9	-1.984893108	9.647000331	0.000645795
TRPT1	16.5	15.8	19.4	27.8	10.8	18.9	0.145394309	0.384249232	0.720347177
TRPV1	0	1.9	0	0	1.1	1.6	0.21818017	0.337459632	0.752735711
TRPV2	122.5	124.9	221.6	75.4	162	136.8	-0.323457184	0.760446591	0.48934496
TRPV3	0	0	0.4	0	0	0	-0.180572246	1	0.373900966
TRPV4	1.1	1.4	0	0.3	0.3	1.4	-0.137503524	0.296695415	0.781467181
TRPV5	2	0	0.4	2.9	0	3.3	0.768674454	1.050300986	0.352844801
TRPV6	0.3	1.9	0	0.7	4	1.2	0.775293713	1.04153063	0.356438938
TRRAP	14.8	10.7	21.6	10.1	14.5	13.3	-0.29270976	0.891692255	0.422950247
TRRP1	1.9	0.7	3.8	0.8	0	0.1	-1.269186633	1.956812184	0.121999843
TRRP2	18.4	26.4	49.4	38.1	27.4	30.9	0.032289538	0.074746529	0.94400526
TRRP3	1.4	0	0	0	0	0	-0.552541023	1	0.373900966
TRRP4	1.1	0.6	1.5	1.5	0	2.7	0.215728691	0.404888165	0.706277463
B230340J04RIK	29.2	14.1	24.5	7.1	2.7	5	-1.991872119	3.808517065	0.018964284
TRRP5	2.1	10.3	6.5	0.6	5.9	2.8	-0.832272554	1.133024384	0.320512828
TRRP6	0	0.6	0.2	0	0.7	0	-0.038474148	0.113960576	0.914760033
TRRP7	0	0.9	3.1	0.2	2.4	1.4	0	0	1
TRSPAP1	114.6	109.8	89.9	93.7	72.2	109.2	-0.190243777	0.995578232	0.375803542
TRUB1	24.3	26.1	39.1	32.9	28.8	40.6	0.186980166	0.734964911	0.503124931
TRUB2	223.3	290.6	498.2	359.6	752.9	631.4	0.783175167	1.709459814	0.162543546
TRY10	41.3	0	25.5	8.2	3.7	4.9	-1.817726606	1.376684544	0.240642286
TRY4	24.8	0	20.7	1.1	0.8	0.7	-3.114486015	1.862929752	0.135938645
TSC1	16.2	11.7	22.2	11.1	6.9	10.7	-0.744229021	2.146773019	0.09833707
TSC2	144.1	157.4	204.1	153.4	125.7	135.5	-0.28440975	1.522863795	0.202457482
TSC22D1	40.6	41.7	13	14.3	8.7	18.9	-1.130475972	1.808756709	0.144756396
TSC22D2	313	266.2	235.4	221	113.6	175.3	-0.672717625	2.642542091	0.057427526
TSC22D3	1820	1598.5	2060.3	707.1	382.4	1478.1	-1.092544557	2.762880651	0.050699593
TSC22D4	39.5	71.5	57	44.5	97.6	64.4	0.292953919	0.711357147	0.516147799
TSEN15	102.9	89.4	96.7	101.7	103.1	125.6	0.191285735	1.591483912	0.186713154
TSEN2	16.8	27.4	28.1	35.6	29.8	28.1	0.357879077	1.642177783	0.175897694
TSEN34	48.7	39	70.5	55.5	162.9	85.3	0.927976423	1.454776709	0.219420264
TSEN54	46.2	47.3	89.2	50.4	41.3	71.5	-0.160053433	0.388222901	0.717627624
TSFM	16.5	34	49.7	55.2	70.3	58.4	0.856823598	2.624069435	0.058548958
TSG101	80.9	79	41.6	38.5	74.8	71.8	-0.120600994	0.316132574	0.767711037
TSGA10	0.6	1.4	1	0	0	1.6	-0.38332864	0.802955069	0.466999815
TSGA10IP	0.3	0.4	2	0	0	1.5	-0.341036918	0.537732858	0.619284002
TSGA13	2.7	0	0	0	1.2	1.9	0.097847323	0.126113332	0.905727101
TSGA14	11.4	17.8	17.3	22.8	19.6	27.6	0.560467939	2.524547688	0.065040975
TSGA8	0	0	1.1	1.7	0	1.6	0.619727919	1.108343988	0.329865719
TSHB	0	0	2.3	0	0	1.4	-0.268488836	0.334251609	0.754980135
TSHR	0	0	0	0.6	1	0	0.61667136	1.835325871	0.140357387
1110017D15RIK	20.5	28.7	12.4	3.6	9.6	0	-1.995540352	2.946457933	0.042117489
ZNF24	3.6	9.1	6.7	0	0.9	1.7	-2	3.361344807	0.028269562
TSHZ3	4.7	9.6	4.2	7.7	4.1	10.1	0.211809082	0.462381801	0.667839959
TSIX	3.3	0	1.8	4.9	2	6.6	1.026472211	1.699833783	0.164386958
TSKU	0	0	0	1.3	0	0	0.519374159	1	0.373900966
TSLP	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
TSN	22.7	18.5	11.6	16.1	11.7	15.9	-0.256842572	0.857004529	0.439751821
TSNAXIP1	3.2	3.2	0.4	0	0	4.8	-0.329307625	0.359907875	0.737114116
TSP50	0.7	0	0	2.3	0.5	0	0.648527629	0.950625333	0.395625325
TSPAN1	0	2.5	1.8	0	0	0	-1.282933963	1.924944368	0.126549277
TSPAN10	0	0	0	0	0	2	0.736965594	1	0.373900966
TSPAN11	0	0	2	0	3	0	0.263034406	0.277350098	0.795255008
TSPAN12	0	0.2	0.6	0	2.6	2.4	1.074000581	1.6398245	0.176385057
TSPAN13	3	1.9	5.4	0.9	2.1	0.7	-0.989193245	1.960780506	0.121445906
TSPAN14	208.2	203.2	248.6	304.8	664.6	433	1.083900028	2.328839988	0.080354146
TSPAN15	5.3	4.8	8.4	5.9	4.2	2.4	-0.472068444	1.321957948	0.25671292
TSPAN17	33.5	43.7	35.1	19.5	38.3	18.6	-0.538181601	1.671214224	0.169998695
TSPAN18	0	0	0	0	0.9	1.7	0.900464326	1.764995007	0.152326334
TSPAN2	12.4	20.5	9.3	2	37.4	17.1	0.396566896	0.441947817	0.681369549
TSPAN3	39.8	23.9	12.9	31.3	23.4	32.1	0.173947014	0.410277619	0.702626352
TSPAN31	15	18.6	19.3	8.2	17.2	17.4	-0.287500685	1.016063672	0.367059701
TSPAN32	288.7	392.1	715.8	322	474.9	582.7	-0.017630739	0.037972765	0.971528979
TSPAN33	24.4	144.8	71.8	465	88.2	41.5	1.292540395	0.850890518	0.44276873
C1QTNF9	7.4	13.2	6.4	0.8	2.4	1.3	-2	3.453374444	0.025974305
TSPAN5	3.8	2.9	2.2	0.4	5	0	-0.502500341	0.698743392	0.523206496
TSPAN6	4.1	1.2	0	4.2	6.9	4.2	1.140660407	2.202194479	0.0924263
TSPAN7	2	0	2.2	2.3	1.7	7	0.959358016	1.247548926	0.280246861
TSPAN8	2.1	42.6	18.9	20.1	27.8	8	-0.177254543	0.19615304	0.854052679
TSPO	340.3	422.9	267.1	518.5	1127.8	401.9	0.989208992	1.478304296	0.213401854
TSPYL1	14.3	13.1	2.1	9.7	4	9.5	-0.310872906	0.487464854	0.651438801
TSPYL3	108.3	125.8	148.7	109.4	137.6	212.6	0.261912123	0.777120576	0.480484114
TSPYL4	1	0	0.2	0.4	0	0	-0.304854582	0.8	0.468527136
TSPYL5	0.6	1.1	4.5	0.8	1.1	0	-0.908852112	1.130014912	0.321640149
TSR1	30	19	15.3	17.1	13.8	16.7	-0.41146912	1.227410404	0.286963717
TSR2	8.3	7.6	7.1	5.7	7.4	5.9	-0.2410081	2.085144141	0.105407786
TSSC1	77.1	80.8	94.1	92.6	114	114.6	0.346386844	2.595294015	0.060346372
CAMK4	19.2	16.1	11.7	1.7	0.8	7	-2	4.293642939	0.012709418
TSSC6	13.6	17.4	29.3	8	12	25.7	-0.378283727	0.680906161	0.533307074
TSSC8	28.8	28.2	129.5	27.5	38.3	35.8	-0.857314997	0.83665991	0.449855228
TSSK4	1.9	2	5.8	3.3	5.8	6.6	0.558209773	1.231952344	0.285435599
TSSK5	0	0	1	0	1.6	0	0.201633861	0.317999364	0.766395186
TSSK6	7.9	7	0	0.8	4.9	1.5	-0.811390435	0.916796607	0.411123302
TST	8.7	9.7	8.1	17.3	28.9	4	0.850711291	1.095895905	0.334676866
TSTA3	542.3	525.8	644.5	591.6	691.1	633.3	0.16164149	1.442104259	0.222732416
TSX	3.3	0	0.1	4.8	0	1.3	0.50779464	0.50085955	0.642776103
TTBK1	5.4	3.6	5.9	1.7	3.9	3.1	-0.613451058	2.17711446	0.095050632
TTBK2	0.9	2.9	1.9	1	3.6	2.3	0.186413124	0.422420006	0.694436011
TTC1	79.4	74.8	70.2	67.8	59.5	84.2	-0.084254607	0.556442991	0.607567751
TTC12	1.8	4.5	3.5	6.1	0	6.5	0.285402219	0.415556524	0.699059507
TTC13	407.6	434.9	502.4	414	548.9	459.5	0.080653362	0.531338152	0.623320175
TTC14	21.2	18.1	26.8	15.3	20.6	20.3	-0.223088535	1.074311444	0.343169991
TTC15	11.5	12	11.7	7.4	8.3	13.7	-0.237578825	0.980098947	0.382530225
TTC16	0	0.1	0	1.7	0.7	0	0.800691192	1.550659684	0.195921856
TTC17	17	20.7	42.3	29.7	43.4	55.9	0.669354688	1.494235813	0.209421516
TTC18	0	0.3	2	0	0.1	0	-0.773724144	1.175949464	0.304825485
TTC19	22.2	17	19.9	28.6	17	15.3	0.041222663	0.135090372	0.899065591
TTC21A	1.7	0.8	0	4	5.8	0.8	1.306103128	1.750558728	0.154915085
TTC21B	0.1	2	0	0	0.6	0.1	-0.462971976	0.689730495	0.528292821
NR4A2	148.3	108.8	130.6	78.2	6.7	9.7	-2.001108203	3.758575837	0.0197993
TTC23	0	0	1.1	1.4	1.6	3.4	1.197036847	2.406606029	0.07382573
TTC24	3.5	0.1	0	1.4	2.3	3.5	0.628031223	0.922167935	0.408628947
TTC25	0	0	0.6	0	0	0	-0.263034406	1	0.373900966
TTC26	0.1	0	0	0	0	0	-0.047305715	1	0.373900966
TTC27	51.6	61.3	65.2	117.1	33.3	120.4	0.5963359	1.073489158	0.343497353
CCR7	296.2	609	379.6	137.5	11.8	169.4	-2.001120714	3.062130381	0.037580274
TTC29	0	0	0	0	0	2.7	0.925999419	1	0.373900966
TTC3	110.9	127.1	163.9	123.1	124.6	133	-0.077586878	0.442218825	0.681189143
TTC30A1	0.8	0.5	0	2.5	0.5	0	0.480625841	0.70956629	0.517145715
TTC30A2	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
TTC30B	2.8	7.2	2.9	1.6	0	3.6	-0.955330951	1.437558249	0.223932781
TTC32	1.1	0.8	0	2.8	0	0	0.243271151	0.303217704	0.776840078
TTC33	11.7	14.9	11.1	16.2	19.8	27.6	0.710493383	2.421512704	0.072644129
TTC35	229.9	290.2	306.7	293.5	385.8	323.2	0.277077519	1.633916047	0.177614904
TTC36	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
TTC37	7.5	12.6	9.5	10.4	8.6	7.2	-0.158903595	0.648001202	0.552302194
TTC39A	5.9	14.2	19.2	11.1	14.3	13.6	-0.010268335	0.025010423	0.981244627
4930527B16RIK	80.5	47	104	28	7.2	20.3	-2.003079393	3.329942814	0.029107207
TTC4	42.3	44.3	64.5	50.2	53.6	82.7	0.298330987	0.942827433	0.399153266
TTC5	28.1	25.4	46.6	23.2	30.4	43.3	-0.04548775	0.120041459	0.910238167
